,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,107.25,34.96,47.18,42.43,54.57,218.36,4802.11,14108.98,11679.7,9471.12,18066.76,22034.5,51617.43,72618.01,43717.75,151566.32
f_1,52.85,117.5,46.31,32.81,60.24,183.21,4163.85,10076.37,10384.73,8646.59,16230.62,10073.84,45062.3,58803.27,62561.22,96426.67
c_1,30.29,34.22,131.91,47.06,98.06,146.72,5252.01,5920.78,3514.53,10455.83,14960.95,15726.52,40529.37,53231.43,97357.06,114453.31
d_1,27.68,47.99,32.67,144.75,54.84,169.12,4802.09,4098.41,15661.04,8725.29,14250.78,18722.21,40276.97,61139.57,59387.14,97085.31
b_1,28.97,26.37,31.91,40.15,181.21,319.01,4863.97,8582.93,8512.88,7381.85,5619.03,16703.79,36392.14,48342.68,57872.58,104543.83
a_1,17.03,24.2,23.48,30.5,24.72,506.51,2971.89,3883.14,5524.42,4875.15,9056.15,13752.84,,41572.72,64629.09,61371.09
h_1,9.47,13.4,11.85,17.52,19.35,72.81,3135.58,2226.14,2946.02,4083.94,5161.82,6371.88,13039.13,11997.61,29896.53,53549.54
d_0,8.02,9.12,22.1,6.33,15.52,58.03,1325.25,3851.16,2634.16,2245.59,5086.77,5449.14,11979.77,19044.0,25506.04,31689.73
c_0,7.35,10.09,7.02,11.9,16.99,65.27,1280.31,2477.25,4470.19,3028.32,7070.03,5686.84,12603.07,15826.23,30939.36,35907.83
g_1,7.69,7.83,9.75,19.1,14.84,48.23,1156.13,2169.47,2466.72,5574.31,4384.76,6690.05,10144.9,14474.7,20332.01,20680.01
b_0,6.56,8.11,9.16,13.26,9.42,55.16,1198.4,2033.66,1902.31,2748.19,6473.64,3998.56,19816.8,13049.79,22829.74,28654.09
f_0,6.18,4.34,11.27,12.48,11.57,36.37,1157.02,1984.75,2426.18,2027.35,4591.28,7700.43,11602.12,10975.73,36180.2,24167.25
a_0,5.66,7.07,7.77,7.11,10.42,,809.77,1537.16,1859.77,1970.88,2219.81,3028.65,15211.26,9392.1,13905.09,22530.98
h_0,4.32,7.4,7.06,7.64,8.8,30.25,586.78,1137.77,1631.13,1743.99,2896.61,3455.35,7029.88,5919.16,15118.41,22562.1
e_0,2.59,4.83,6.76,7.95,9.64,24.19,530.72,1303.62,1242.53,1360.05,2345.29,2377.68,6748.8,8973.91,25383.2,16677.98
g_0,2.91,4.06,5.11,8.86,7.0,28.66,521.44,1057.29,1277.07,887.93,2138.67,3356.14,4904.05,7784.0,11946.74,10494.29
