,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.43,0.66,1.23,1.28,1.26,1.13,0.36,0.37,0.3,0.27,0.31,0.25,0.18,0.26,0.34,0.21
f_1,1.13,0.43,1.08,1.17,1.13,1.05,0.25,0.38,0.27,0.21,0.32,0.22,0.13,0.18,0.22,0.2
d_1,1.33,1.29,0.4,1.24,1.34,1.19,0.31,0.22,0.46,0.26,0.24,0.25,0.17,0.21,0.23,0.11
c_1,0.99,1.37,1.58,0.4,1.2,1.15,0.44,0.36,0.15,0.38,0.26,0.24,0.17,0.28,0.24,0.18
b_1,1.27,1.55,1.42,0.78,0.38,1.33,0.4,0.42,0.27,0.4,0.28,0.45,0.21,0.28,0.27,0.2
a_1,1.74,1.89,1.49,1.76,0.86,0.32,0.48,0.46,0.39,0.3,0.37,0.41,0.29,0.76,0.3,0.26
h_1,2.01,2.27,2.03,1.96,2.0,2.03,0.31,0.68,0.5,0.38,0.42,0.4,0.33,0.36,0.38,0.28
g_1,2.25,2.48,2.32,2.51,2.22,2.15,0.5,0.28,0.56,0.44,0.48,0.47,0.25,0.44,0.4,0.36
d_0,1.43,2.34,3.78,2.63,2.34,2.2,0.84,0.88,0.32,0.47,0.54,0.51,0.4,0.53,0.57,0.44
c_0,2.77,3.06,1.37,4.0,2.54,2.37,0.77,0.67,0.88,0.33,0.51,0.61,0.38,0.52,0.54,0.37
f_0,2.45,3.49,2.63,2.66,2.16,2.17,0.68,0.46,0.61,0.49,0.31,0.48,0.34,0.46,0.56,0.23
b_0,2.62,2.73,2.1,3.63,3.16,2.4,0.69,0.71,0.6,0.27,0.54,0.31,0.38,0.57,0.51,0.39
h_0,2.87,2.99,2.87,2.89,2.72,2.37,1.19,0.77,0.68,0.59,0.53,0.56,0.59,0.47,0.56,0.4
a_0,3.25,2.98,3.0,3.54,3.84,3.38,0.89,0.85,0.76,0.54,0.7,0.36,0.46,0.29,0.6,0.47
e_0,3.53,5.01,3.08,3.38,2.94,3.54,0.82,0.76,0.65,0.53,0.32,0.56,0.39,0.51,0.28,0.37
g_0,3.24,3.74,3.29,3.36,3.36,3.27,0.75,1.02,0.73,0.63,0.67,0.57,0.35,0.54,0.62,0.55
