,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.83,1.7,1.96,1.37,1.3,1.32,5.51,12.78,5.11,7.18,8.11,8.64,10.74,8.6,4.18,9.75
f_1,2.69,6.04,1.48,1.5,1.3,1.13,4.88,7.24,5.25,7.16,7.33,3.82,10.03,7.19,5.28,10.87
c_1,1.38,1.63,6.41,1.41,2.96,1.27,5.14,6.59,4.68,2.1,4.49,6.51,10.24,7.2,7.48,10.5
d_1,1.48,1.61,1.01,6.57,1.56,1.5,5.49,3.65,7.3,14.38,9.23,8.09,10.81,9.11,8.02,10.6
b_1,1.26,1.41,1.54,1.39,7.58,3.44,5.84,6.26,5.45,6.59,3.23,6.81,11.95,6.01,8.08,10.26
a_1,1.42,1.74,1.83,1.54,1.26,10.68,6.3,6.64,4.36,6.64,8.45,7.66,10.27,2.97,8.63,10.88
h_1,1.39,2.65,2.08,1.95,1.77,1.69,17.7,7.06,8.26,6.92,8.74,6.99,10.62,8.11,10.92,17.49
d_0,1.8,1.79,3.75,0.76,2.0,1.81,8.03,16.2,6.21,5.62,7.7,8.52,12.9,7.27,9.23,10.58
g_1,1.76,1.5,1.62,3.24,1.61,1.4,7.01,6.77,21.04,9.13,9.39,14.69,11.38,7.8,10.15,8.15
c_0,2.46,2.06,1.29,1.99,1.23,1.82,7.28,8.72,7.54,17.3,15.93,8.33,13.29,10.39,8.69,12.56
b_0,2.04,1.74,2.27,2.13,1.04,1.35,7.22,8.36,6.66,8.89,18.21,9.58,12.71,18.6,11.83,15.04
f_0,1.57,1.42,2.01,1.87,1.86,2.03,8.5,8.73,8.33,10.32,10.29,20.79,14.64,9.38,21.94,15.25
h_0,1.56,2.91,1.82,2.17,1.44,1.54,5.24,7.25,9.0,9.23,8.98,9.8,9.43,9.92,10.77,19.19
a_0,2.08,1.85,1.89,2.33,1.81,0.72,7.04,8.69,6.96,9.8,8.54,9.26,13.28,23.53,11.18,14.56
e_0,1.16,2.33,2.36,1.84,1.8,1.91,8.93,8.22,8.12,9.7,9.11,9.4,16.01,9.95,25.19,15.85
g_0,1.41,1.91,1.89,3.07,1.64,1.79,6.46,6.59,4.7,9.5,9.84,14.2,16.67,10.42,11.37,10.61
