,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,1.5,1.54,1.69,1.6,1.45,0.35,0.59,0.3,0.3,0.31,0.61,0.16,0.27,0.32,0.26
e_1,0.92,0.44,1.76,1.94,2.0,2.01,0.51,0.59,0.37,0.38,0.35,0.46,0.25,0.39,0.81,0.28
d_1,1.8,2.21,0.41,1.73,1.95,1.6,0.57,0.3,0.31,0.87,0.32,0.33,0.24,0.31,0.28,0.15
c_1,1.89,1.43,2.24,0.4,1.62,1.8,0.49,0.62,0.65,0.2,0.41,0.42,0.3,0.35,0.41,0.25
b_1,2.32,1.89,2.12,1.07,0.38,1.91,0.66,0.56,0.54,0.41,0.96,0.43,0.27,0.4,0.46,0.3
a_1,2.85,2.72,2.11,2.25,1.24,0.32,0.79,0.65,0.58,0.66,0.63,0.38,0.38,1.2,0.53,0.43
h_1,2.9,2.91,2.75,3.09,2.76,2.31,0.31,1.06,0.59,0.55,0.54,0.56,0.9,0.58,0.54,0.42
g_1,3.33,4.38,2.7,3.02,3.32,2.57,0.6,0.29,0.62,0.82,0.62,0.67,0.4,0.7,0.49,0.63
c_0,3.83,3.59,1.7,5.2,3.4,3.35,0.87,0.72,0.38,1.09,0.74,0.79,0.55,0.68,0.75,0.47
d_0,3.34,1.73,6.41,3.65,3.47,2.96,1.02,1.91,0.73,0.39,0.73,0.63,0.58,0.63,0.6,0.49
b_0,4.14,3.63,2.85,4.54,4.58,3.04,0.88,0.76,0.36,0.72,0.35,0.58,0.5,0.65,0.67,0.44
f_0,6.77,3.72,3.04,3.44,3.62,3.23,1.19,0.56,0.63,0.97,0.75,0.31,0.56,0.84,0.59,0.34
h_0,4.28,3.71,4.04,3.97,3.42,3.91,1.52,1.11,0.69,0.77,0.81,0.67,0.89,0.65,0.77,0.54
a_0,4.69,3.56,3.88,4.51,5.45,5.72,1.1,1.19,0.69,0.82,0.45,0.82,0.57,0.32,0.68,0.52
e_0,6.86,5.7,4.42,3.53,4.49,3.63,1.0,1.01,0.8,0.89,0.72,0.34,0.61,1.07,0.28,0.49
g_0,4.53,4.29,3.97,4.89,5.29,4.2,1.05,1.49,0.86,1.05,0.85,0.97,0.59,0.83,0.91,1.0
