,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.27,2.4,2.03,2.27,1.46,0.81,0.79,0.75,0.64,0.6,0.71,0.49,0.55,0.77,0.46
f_1,2.54,1.06,2.04,1.89,2.05,1.63,0.56,0.68,0.79,0.55,0.57,0.9,0.39,0.44,0.46,0.46
c_1,1.73,2.33,1.06,2.34,2.24,2.19,0.81,0.4,0.85,0.87,0.56,0.59,0.48,0.56,0.5,0.47
d_1,2.56,2.5,2.29,1.05,2.15,1.74,0.92,0.93,0.54,0.7,0.64,0.56,0.45,0.62,0.58,0.34
b_1,2.43,3.08,1.6,2.5,1.06,2.64,0.89,0.79,0.97,0.96,1.33,0.72,0.7,0.75,0.63,0.61
a_1,4.19,3.3,3.48,3.88,1.77,1.07,1.54,1.2,1.45,0.98,1.19,0.9,0.77,1.27,0.85,0.7
h_1,5.69,6.89,5.27,5.76,5.62,4.29,1.31,1.77,2.52,1.52,1.69,1.71,1.83,1.71,1.57,1.25
d_0,3.88,6.44,8.63,9.61,6.64,5.34,2.57,1.48,2.93,1.75,1.95,1.82,1.51,1.6,1.76,1.7
g_1,6.86,7.44,6.66,6.18,6.25,5.2,1.86,1.9,1.32,2.16,1.75,1.92,1.3,1.66,1.73,1.59
c_0,6.19,7.49,12.03,4.17,5.91,5.98,3.11,2.87,2.16,1.47,2.45,2.03,1.65,1.65,2.01,1.44
b_0,6.8,7.58,9.36,6.47,8.37,5.76,2.68,2.3,3.0,1.35,1.49,2.05,1.61,1.93,1.86,1.69
f_0,6.47,11.19,7.75,7.43,7.38,6.8,2.73,2.35,1.98,2.26,2.05,1.48,1.9,2.19,2.12,1.13
h_0,8.17,10.43,9.24,8.38,8.14,7.03,4.1,3.07,3.12,2.45,2.55,2.6,2.53,2.07,2.23,2.16
a_0,9.17,11.96,10.25,8.19,11.4,12.23,3.44,3.27,4.11,2.64,1.75,2.6,2.39,1.56,2.69,2.07
e_0,11.15,14.49,10.57,10.02,9.58,7.93,4.01,2.91,3.19,2.54,2.87,1.68,2.51,2.26,1.59,2.06
g_0,10.9,12.54,12.32,11.62,9.3,9.05,3.77,3.06,4.7,3.39,3.38,3.33,1.85,2.68,2.6,2.85
