,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,7756.37,2341.94,2813.37,6119.43,8492.82,28112.41,2922098.2,15998866.83,10784336.48,11450562.95,20874176.87,34129059.84,140503075.99,157412271.86,240495503.62,94755263.16
f_1,3306.6,9010.39,3509.14,4369.72,8279.98,30268.03,2369815.45,8113951.85,9595690.03,9129833.82,16937458.08,12781610.19,98855396.65,124962711.06,179217695.97,97142952.64
d_1,1757.06,2186.11,17510.62,3939.24,6929.32,30462.53,2630974.29,3319144.59,22012427.57,15055201.44,19339794.38,42729483.61,134149245.06,126332272.84,283713455.19,201872984.71
c_1,1743.65,2149.83,3545.91,26654.27,14950.4,24906.18,2485700.13,8897762.18,3072068.12,10068829.89,11496400.11,35529176.76,93130913.29,145820280.92,238150059.99,201396187.28
b_1,1659.66,2483.0,3496.1,4373.99,52769.75,61769.97,2375858.21,9175020.2,11491267.96,11056734.39,6619595.42,24901672.68,116146311.4,87823162.67,220109552.38,191368979.63
a_1,1656.09,2330.44,3678.33,5647.37,8189.95,265916.19,2658608.66,9068886.83,9387900.47,13120000.0,15055146.81,29660006.45,122392426.0,52207964.29,256549665.07,220418790.74
h_1,1991.6,3569.55,4107.0,5915.08,10364.28,38577.53,8065846.58,10987369.87,11984455.42,20572460.5,20245645.72,40312519.16,91876932.9,123985641.41,406847656.49,220457064.53
d_0,2373.2,2351.26,2516.11,11882.33,11275.05,34839.43,2950594.58,20231302.56,10418941.57,13761849.71,20803200.41,42590578.17,152036834.29,138901544.08,291816508.27,211696126.27
c_0,2370.28,2790.33,4771.57,3810.83,8142.68,42799.04,3579395.07,11550448.4,27676613.02,14360975.61,42844686.56,51781269.28,170916252.47,205133865.72,322215447.01,207805707.96
g_1,2198.41,1847.41,6847.2,6626.25,8102.43,28483.07,2819644.38,10035886.29,14310574.11,57173333.33,21327132.87,72849138.65,127992079.48,148756939.36,122672023.76,254329373.93
b_0,2187.57,2702.55,5665.73,6413.82,6543.7,29633.76,3279619.27,9659754.26,12505957.06,15874616.7,50411238.25,45102995.55,168766387.59,339191553.5,350445566.49,239164930.85
f_0,1479.1,1316.73,5300.05,7439.83,14346.93,41946.47,2963357.54,11195411.0,14362365.67,17950597.61,23214650.89,101997086.55,168276439.15,158649754.51,323315784.34,591746431.76
h_0,2004.13,3702.51,4781.09,6835.06,8980.25,41857.03,1454799.75,10886809.32,12749326.46,20173566.08,25642705.18,30520337.39,78518831.8,136971668.69,400043046.97,233399525.2
a_0,2275.61,2563.67,5425.15,6580.69,12608.82,18806.35,3554173.59,12369159.57,13035483.5,14915406.16,22722485.5,41977895.02,159183426.58,519254991.93,259035947.6,210872534.12
g_0,1382.02,2003.49,7474.98,6922.95,12541.07,36438.9,2960408.92,8987360.86,13891545.1,8253134.33,22850499.5,72321021.23,155882890.83,176253916.66,214077469.7,315823938.96
e_0,979.43,3204.84,4090.54,7666.74,12185.47,48088.3,3137848.76,11708534.0,11718582.54,13032727.27,17657204.16,48439946.74,172207525.12,133153064.6,285948773.32,764529511.92
