,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.83,1.02,0.89,0.7,0.47,0.72,0.46,0.42,0.42,0.39,0.39,0.38,0.33,0.29
f_1,1.34,1.0,0.79,0.88,0.99,0.76,0.38,0.45,0.46,0.43,0.37,0.4,0.26,0.28,0.28,0.35
d_1,1.2,1.27,1.0,0.94,0.73,0.71,0.58,0.42,0.34,0.53,0.41,0.44,0.35,0.3,0.36,0.26
c_1,0.98,1.14,1.06,1.0,1.3,0.68,0.52,0.34,0.52,0.36,0.44,0.4,0.35,0.36,0.34,0.33
b_1,1.13,1.01,1.38,0.77,1.0,1.45,0.49,0.42,0.5,0.58,0.49,0.44,0.37,0.39,0.31,0.33
a_1,1.43,1.31,1.41,1.47,0.69,1.0,0.75,0.55,0.63,0.49,0.61,0.49,0.59,0.35,0.51,0.49
h_1,2.12,2.66,1.82,1.96,1.82,1.37,1.0,1.03,0.85,0.72,0.86,0.73,0.83,0.61,0.65,0.89
d_0,1.32,2.3,2.27,3.0,2.48,1.93,0.99,1.0,0.98,0.71,0.83,0.81,0.84,0.72,0.71,0.82
g_1,2.2,2.3,2.94,1.85,2.01,1.59,1.14,1.03,1.0,1.01,0.77,1.08,0.73,0.94,0.76,0.61
c_0,2.35,2.4,1.85,2.76,1.82,1.88,1.4,1.37,1.08,1.0,1.26,0.97,0.8,0.97,0.63,0.87
b_0,2.32,2.63,2.34,2.54,2.11,1.62,1.24,1.21,1.3,0.77,1.0,1.06,1.03,1.05,0.97,0.92
f_0,2.51,2.3,2.39,2.42,2.4,1.95,1.36,1.33,0.93,0.97,0.88,1.0,1.0,0.81,1.08,0.72
h_0,2.56,3.84,3.0,2.72,2.62,1.77,1.23,1.26,1.34,1.24,0.99,0.96,1.0,0.83,0.65,1.1
a_0,2.52,3.59,3.02,3.13,2.68,2.12,1.71,1.32,1.06,0.97,0.95,1.13,1.18,1.0,0.84,0.81
e_0,2.45,3.8,2.95,3.14,3.2,2.01,1.52,1.39,1.24,1.47,1.04,0.89,1.45,1.15,1.0,1.06
g_0,3.18,2.79,3.93,3.03,2.92,1.93,1.12,1.23,1.47,1.16,1.21,1.39,0.92,1.18,0.97,1.0
