,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.25,3.47,3.01,3.76,3.1,1.41,1.21,1.03,1.23,0.99,1.06,0.73,0.96,2.73,0.87
f_1,3.83,1.07,4.12,3.76,2.54,2.7,1.01,0.95,0.97,1.56,0.97,1.74,0.59,0.95,0.7,0.75
c_1,3.3,3.15,1.07,3.64,4.03,3.13,1.33,0.71,1.48,1.35,0.81,0.88,0.76,0.85,0.94,0.84
d_1,4.0,3.06,3.4,1.07,3.81,2.76,1.27,2.09,1.28,0.87,0.98,0.97,0.74,0.77,0.86,0.54
b_1,4.19,5.1,2.32,3.22,1.07,5.63,1.49,1.32,1.53,1.67,2.76,1.15,0.93,1.04,0.93,0.8
a_1,5.45,5.94,5.33,5.47,2.55,1.07,2.08,1.56,1.24,1.7,1.78,1.3,1.1,2.18,1.5,1.11
h_1,6.57,9.52,7.68,7.78,6.85,4.78,1.38,2.19,2.0,2.76,2.13,1.91,2.64,1.72,1.67,1.71
d_0,5.16,10.53,10.13,14.82,8.68,7.02,3.52,1.61,2.38,2.66,2.61,2.32,2.43,2.14,2.0,2.5
c_0,7.9,9.64,23.68,5.43,6.61,9.48,3.64,3.08,1.64,3.21,2.67,2.77,2.34,2.99,2.15,2.08
g_1,8.43,8.27,8.9,9.14,7.94,8.47,2.7,3.46,2.76,1.39,2.81,2.8,1.87,1.88,2.04,3.24
b_0,8.99,11.08,14.01,8.49,16.99,7.42,3.53,3.06,1.84,3.35,1.59,2.38,2.0,2.74,2.46,2.02
f_0,9.37,15.49,9.82,9.79,11.11,8.33,3.83,2.75,2.94,2.5,3.1,1.64,2.8,2.77,2.81,1.35
h_0,13.2,12.82,12.15,12.7,11.99,10.39,6.59,3.44,3.01,4.58,3.51,3.46,4.38,2.47,2.98,3.17
a_0,11.68,10.89,13.19,16.64,14.95,,6.51,4.34,3.23,5.06,2.42,4.48,3.45,1.67,3.49,2.74
e_0,16.38,20.71,12.99,13.87,15.1,8.83,4.12,3.84,3.38,4.93,3.61,2.31,3.33,3.51,1.67,2.67
g_0,13.54,13.45,12.15,15.98,14.37,11.83,4.07,3.3,3.69,7.68,4.15,4.79,2.41,3.65,3.54,4.11
