,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,105.16,68.66,81.27,157.95,163.37,411.25,10411.48,22904.17,22784.31,37745.15,33507.25,72515.82,146819.7,132354.86,178788.75,259467.3
f_1,95.97,110.23,84.64,130.84,148.8,337.46,9849.69,18460.83,21218.0,27598.2,30487.72,44713.59,127910.3,122430.08,147690.87,227124.74
d_1,66.39,75.91,129.91,95.08,147.11,409.77,10232.28,16461.71,35766.72,21354.15,33559.98,56477.78,136446.78,117068.93,181700.53,210630.92
c_1,50.7,62.51,80.21,167.69,212.35,352.11,7884.51,15298.95,15792.02,18252.83,18523.3,52867.82,110754.35,93199.14,153448.37,201105.12
b_1,52.32,59.35,71.9,84.03,202.76,579.72,8128.98,14493.1,21154.78,19135.34,19791.0,49043.99,119950.96,72673.49,137679.49,190281.91
a_1,39.4,49.51,55.15,69.25,68.02,460.03,6579.54,11039.57,15939.71,16762.85,19266.33,36525.6,85615.28,70624.19,103973.01,154631.01
h_1,17.4,21.56,22.39,32.41,36.1,97.21,3353.85,5903.54,5582.54,6207.3,7632.93,15046.73,30555.61,30601.72,35746.14,68889.43
g_1,11.76,14.0,24.39,25.46,33.03,81.65,1940.81,5543.22,5470.26,4814.86,6001.86,16378.46,28835.44,23208.74,39285.73,47647.81
c_0,14.01,16.54,16.23,24.12,23.47,79.03,2206.86,3441.71,5961.29,5603.53,9282.52,11717.79,27589.67,30077.21,34452.66,47335.29
d_0,12.67,13.56,14.73,36.1,32.08,64.91,1970.47,3847.59,3420.01,5930.45,5863.88,11991.97,27494.0,22807.34,33755.66,47421.27
b_0,12.25,13.7,17.66,22.67,25.63,68.72,2007.2,4149.04,4295.26,4645.96,7001.44,11777.63,25656.51,36299.05,31581.14,41344.24
f_0,8.7,10.68,14.71,19.09,23.05,68.16,1506.33,2891.71,3757.69,3793.24,4792.9,11097.01,22239.78,18354.86,38913.28,30450.07
h_0,8.07,10.5,11.43,15.09,15.38,46.03,1085.17,2508.48,2940.26,2921.35,3814.56,6785.93,14714.78,13042.43,20819.34,36099.05
a_0,8.24,8.8,11.08,14.25,21.71,39.0,1200.66,2649.23,2723.74,2927.77,3202.09,7337.25,17807.87,19175.45,21307.08,27875.47
e_0,5.96,8.23,9.28,13.93,16.5,42.0,1194.72,2108.51,2605.83,2927.68,3453.32,6138.59,14668.54,10834.26,25110.82,25483.4
g_0,6.33,7.0,11.45,13.2,16.05,39.06,890.8,1763.41,2427.11,2338.38,3237.38,7968.43,11729.24,12226.49,18343.17,19987.36
