,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,11686.8,1625.95,1468.31,2151.95,2668.87,10050.64,1279684.82,7536757.03,3616770.86,3047107.54,6457982.88,15311437.69,57887135.23,35531245.28,96551898.08,14296992.5
f_1,2024.51,15066.66,1408.07,1729.15,2520.68,11866.03,1357884.24,3341581.41,4492520.97,3281528.8,7547901.91,4794567.34,54047777.22,42921899.26,95767988.67,86836571.88
d_1,1098.06,1815.73,15291.86,1873.06,2269.63,11429.3,1733178.1,986614.07,7105314.27,2446339.39,8943837.77,20862158.13,50117724.56,38422281.13,86654276.89,76528394.97
c_1,1196.8,1591.13,1106.73,21057.69,5461.49,12761.16,1308814.14,4239573.44,424464.96,3160785.25,4525534.35,17490982.07,66789079.63,24086923.22,92914488.34,100219908.15
b_1,1260.95,1391.85,1690.94,1756.53,34450.93,23535.09,1337853.19,3219129.68,3877339.22,2690353.47,1325244.01,15503324.63,51944915.21,37334137.14,87197588.53,79892049.08
a_1,1143.02,1156.53,1734.43,2096.47,2938.31,223986.34,1609201.29,3245949.83,3950942.28,2829857.16,8557485.94,20864784.28,50028559.09,9469539.74,92314649.25,85484031.79
h_1,1716.38,3462.08,2913.15,3093.52,4556.65,21882.48,9550276.68,7120139.33,6058533.04,7929296.95,13554058.16,26260745.29,33092670.49,67496688.58,185796158.93,153643387.32
d_0,1777.9,2641.82,788.53,6783.76,5249.75,25553.67,2289086.76,17233075.72,5160128.89,6610038.42,13914725.21,31542651.57,106354638.73,50959863.3,101439056.64,156584624.79
c_0,1826.07,2706.08,2775.57,1748.46,4156.33,25332.15,2793595.94,6596229.58,18296424.57,6647702.46,26588621.65,33730127.46,87513257.51,96676575.69,165267632.28,157476844.88
g_1,2006.83,2645.36,3670.43,3304.0,3874.53,14152.64,2309157.34,6560343.94,6411920.94,26032392.9,12492688.55,47252816.88,70145501.2,57898893.56,57955123.46,174016139.85
b_0,2560.27,3111.4,2731.74,3938.24,2281.02,15335.82,2160996.53,6528247.05,7025167.21,6386473.09,37184285.68,31683222.44,122856077.2,151371086.07,146783153.3,166410448.65
f_0,1907.59,1127.82,3159.84,3438.14,5552.25,23142.84,3186979.86,6855961.07,6958208.34,4915536.14,13633023.02,100674104.93,116089015.06,76761248.64,172462957.77,322299548.41
h_0,1993.01,4081.14,2726.37,3352.62,4021.37,21156.7,1038911.92,5533535.88,7668113.46,6865345.1,9530548.36,31554570.2,39620430.02,77292583.26,206653059.27,122766463.56
a_0,2124.37,2267.74,2635.89,3585.74,5277.11,8460.74,2797123.21,6649140.52,7666353.11,7349512.69,16372993.33,32744506.86,114916398.74,315919565.79,195316292.69,189432373.47
g_0,1735.16,1853.81,5160.08,3399.3,4789.4,18201.06,2154383.31,5899120.57,6992673.58,2551496.51,13042892.99,46981248.97,85700365.17,69294421.21,44507102.48,144989274.25
e_0,683.75,2756.91,3406.01,3769.53,4869.24,31827.74,2351837.54,3965451.27,6611963.11,6348000.36,13611283.61,33962348.65,114224131.28,91126338.25,185511257.92,654064219.1
