,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,104.29,29.59,55.55,39.78,56.43,249.79,6809.08,15590.65,12303.63,10074.39,20699.17,33003.37,55575.06,74207.37,56516.76,125432.34
f_1,51.58,111.6,37.71,43.22,46.11,253.09,4906.2,9782.86,14387.68,11379.4,22433.59,12879.0,49848.56,57551.68,85001.72,129480.66
c_1,25.65,36.31,134.22,51.62,77.73,171.02,4552.89,7418.39,5239.55,11777.78,17188.36,25027.18,44293.36,61478.96,86862.05,102436.82
d_1,30.15,33.37,32.38,137.99,49.84,200.28,6008.57,4629.15,16999.33,12715.58,24743.85,25775.83,55873.11,74060.96,92122.96,85748.77
b_1,28.32,32.96,38.84,42.67,159.72,282.38,4975.56,8361.65,11492.78,11120.49,7402.78,20522.86,38379.03,57781.64,65833.75,108648.71
a_1,16.68,17.64,28.26,23.5,24.09,519.64,3812.62,6315.66,6782.54,7275.01,13104.53,12695.42,18105.96,37260.77,56997.3,88176.28
h_1,7.61,14.7,13.28,13.58,15.6,56.06,3426.76,2866.66,4048.04,6125.7,7633.68,8163.74,15286.09,15851.6,27453.16,38333.0
d_0,7.6,10.3,19.54,6.45,14.54,50.0,1273.3,4337.67,3585.37,3786.95,5580.53,6734.61,13464.97,19185.26,21417.85,27748.53
c_0,8.27,8.93,7.29,11.44,12.66,47.71,1228.44,2288.94,5381.62,3927.07,9521.59,7061.38,14146.01,16605.41,18535.23,22191.97
g_1,7.98,7.13,10.43,13.53,11.84,43.64,931.22,1788.64,2583.89,7054.5,5073.72,7656.89,11901.89,14090.47,17810.73,16223.48
b_0,6.21,7.57,10.0,9.45,7.91,46.49,1095.09,1861.98,2421.02,3116.46,8384.01,5079.47,20003.45,13828.17,15167.7,24995.83
f_0,5.42,5.24,8.41,8.6,11.24,45.09,1140.37,2113.1,2820.61,2657.74,5384.27,9473.33,12990.87,17249.59,29044.91,21043.02
a_0,5.5,6.12,7.43,7.56,7.48,22.75,916.19,1745.48,2405.43,2023.46,2800.85,3748.24,15781.69,9708.95,14106.05,14791.64
h_0,4.28,6.93,6.24,6.58,8.34,31.76,356.94,1391.8,2118.26,2486.99,3382.06,3538.04,6298.08,7184.76,13007.71,23542.61
e_0,2.45,5.66,5.07,6.44,6.52,24.95,773.54,1388.1,2094.0,2047.0,3546.27,2959.15,7244.1,10092.24,24436.58,17149.49
g_0,3.54,4.17,5.37,8.6,5.98,22.55,638.31,945.19,1808.51,,2805.65,4641.36,7057.37,6751.72,9676.56,8601.55
