,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.05,1.19,1.66,1.98,1.79,1.58,0.73,0.67,0.62,0.45,0.62,0.53,0.4,0.42,0.55,0.48
f_1,1.79,1.05,1.61,1.81,1.72,1.29,0.52,0.68,0.5,0.48,0.57,0.48,0.31,0.44,0.37,0.36
d_1,2.26,2.02,1.05,1.68,1.67,1.47,0.67,0.5,0.71,0.58,0.49,0.53,0.39,0.51,0.39,0.26
c_1,1.56,1.81,2.14,1.05,2.28,1.69,0.68,0.63,0.37,0.63,0.5,0.44,0.44,0.48,0.51,0.41
b_1,1.88,2.4,1.86,1.28,1.05,2.04,0.77,0.65,0.62,0.64,0.53,0.63,0.44,0.44,0.54,0.44
a_1,2.73,3.09,2.68,2.56,1.53,1.06,1.02,1.16,0.81,0.76,0.7,1.11,0.67,1.34,0.69,0.5
h_1,4.36,5.27,4.72,4.84,4.5,3.81,1.29,1.65,1.53,1.24,1.25,1.47,1.35,1.2,1.11,1.19
g_1,5.36,5.75,5.43,5.89,5.41,3.9,1.76,1.28,1.66,1.6,1.74,1.48,0.9,1.32,1.26,1.27
d_0,3.92,5.79,7.68,6.84,5.95,5.31,2.4,2.27,1.42,1.5,1.81,1.56,1.36,1.52,1.56,1.64
c_0,7.23,6.5,4.31,7.48,6.14,4.97,2.65,2.29,2.49,1.45,2.15,2.03,1.53,1.74,1.43,1.39
f_0,6.35,9.21,6.48,7.03,6.33,5.43,2.72,1.7,2.08,1.73,1.42,1.88,1.6,1.53,2.21,1.07
b_0,6.42,6.98,5.77,9.11,7.5,5.05,2.38,3.0,2.21,1.17,2.09,1.42,1.49,1.99,1.64,1.42
h_0,8.04,8.69,7.79,7.46,7.55,5.81,3.35,3.33,2.48,2.39,2.15,2.19,2.21,2.19,1.71,1.78
a_0,8.87,9.45,7.68,8.97,10.59,7.81,3.67,3.3,2.64,2.22,2.58,1.43,1.72,1.49,2.25,2.22
e_0,11.88,10.92,9.13,9.39,7.82,6.79,3.2,2.99,3.22,2.64,1.67,2.77,2.64,2.22,1.56,1.62
g_0,8.93,11.47,10.79,9.21,8.89,9.08,2.64,3.65,2.83,2.74,2.65,2.87,1.81,1.98,2.38,2.17
