,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.23,0.92,1.02,0.98,0.81,0.83,1.03,1.08,0.94,0.89,0.96,0.94,1.04,1.05,0.92
e_1,0.82,1.0,0.96,1.12,1.0,0.99,1.0,1.52,1.03,0.94,1.07,1.23,1.08,0.88,1.2,1.25
d_1,1.1,1.03,1.0,0.85,1.03,0.93,0.95,0.94,0.78,1.43,0.98,0.93,0.91,1.13,0.81,1.03
c_1,0.98,0.89,1.19,1.0,1.29,0.89,0.92,0.64,1.08,0.73,0.85,1.02,1.02,1.0,0.88,0.85
b_1,1.02,1.0,0.97,0.78,1.0,1.66,1.09,1.01,0.98,1.04,0.96,0.95,0.89,0.85,1.11,0.9
a_1,1.25,1.0,1.07,1.11,0.61,1.0,1.55,1.04,1.41,0.88,1.32,0.94,1.26,1.04,0.95,1.06
h_1,1.19,0.98,1.06,1.05,0.88,0.73,1.0,0.82,1.2,0.9,0.96,0.85,0.99,0.82,1.16,1.0
d_0,0.94,0.65,0.94,1.53,1.03,0.97,1.2,1.0,0.95,0.88,1.03,0.99,0.95,0.9,1.16,1.16
g_1,0.96,0.96,1.22,0.92,0.99,0.77,0.84,1.01,1.0,1.03,0.96,1.24,0.95,1.09,0.97,0.95
c_0,1.03,1.05,0.72,1.24,0.95,1.13,1.14,1.06,0.99,1.0,1.42,1.09,1.18,0.98,1.11,1.09
b_0,1.06,0.99,0.98,1.25,0.97,0.83,1.04,1.0,1.05,0.73,1.0,0.92,1.11,1.41,0.95,0.96
f_0,1.1,0.75,1.07,1.07,1.07,1.1,1.17,0.99,0.81,0.91,1.11,1.0,1.08,1.13,0.78,1.51
h_0,1.13,0.92,1.05,1.01,1.05,0.85,0.98,1.02,1.05,0.89,0.94,0.9,1.0,0.92,1.2,0.79
a_0,0.89,1.13,0.94,1.02,1.21,0.92,1.25,1.07,0.92,0.93,0.73,1.0,1.01,1.0,1.24,1.05
g_0,0.99,0.82,1.25,1.06,0.94,1.01,0.89,0.9,1.05,0.89,1.03,1.28,0.78,0.85,1.0,0.92
e_0,1.19,0.8,0.89,1.24,1.08,1.01,0.96,0.9,1.09,0.96,1.12,0.67,1.21,0.99,1.0,1.0
