,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.08,1.04,0.92,0.92,0.87,0.99,0.81,1.34,1.03,1.13,0.94,1.1,0.96,1.08,0.92
f_1,0.93,1.0,1.29,1.03,0.9,0.96,0.82,1.13,0.83,0.94,0.89,0.9,0.88,0.89,0.7,0.97
e_1,0.95,0.78,1.0,1.26,1.02,1.02,1.11,0.93,1.03,1.47,1.13,1.08,1.03,0.92,1.03,1.08
c_1,1.08,0.97,0.8,1.0,1.4,0.89,1.13,1.01,0.87,0.68,0.94,1.0,0.98,1.14,1.03,0.93
b_1,1.08,1.11,0.97,0.72,1.0,1.42,0.97,1.07,0.91,1.1,0.93,1.0,0.89,1.09,1.09,1.15
a_1,1.14,1.04,0.97,1.12,0.71,1.0,1.05,1.21,1.07,0.95,1.05,1.03,0.96,1.23,0.98,0.94
h_1,0.97,1.21,0.93,0.94,1.05,0.96,1.0,1.19,0.85,0.87,1.01,0.96,0.95,1.02,1.04,1.13
g_1,1.19,0.9,1.12,0.98,0.94,0.81,0.85,1.0,0.98,0.95,1.04,1.26,0.96,0.79,1.06,0.91
c_0,0.74,1.19,0.97,1.1,1.04,1.0,1.18,1.04,1.0,1.23,1.38,0.97,1.22,0.92,1.05,0.99
d_0,0.94,0.98,0.7,1.44,0.94,1.04,1.13,1.06,0.82,1.0,0.96,1.1,0.91,0.99,1.01,1.1
b_0,0.89,1.12,0.9,1.12,1.05,0.86,1.01,0.99,0.75,1.09,1.0,1.12,1.48,1.13,1.15,1.14
f_0,1.07,1.13,0.92,1.05,1.01,0.94,1.04,0.79,0.97,0.92,0.94,1.0,0.96,1.11,1.39,0.86
a_0,0.92,1.04,1.0,1.09,1.1,1.12,1.04,1.04,0.84,0.98,0.67,1.05,1.0,1.08,0.92,1.04
h_0,1.04,1.16,1.08,0.89,0.89,0.75,1.01,1.29,1.06,1.02,0.91,0.86,0.95,1.0,0.94,1.1
e_0,0.94,1.34,0.99,0.99,0.96,1.01,1.0,0.98,0.92,0.98,0.88,0.72,1.13,1.04,1.0,0.96
g_0,1.13,1.01,0.87,1.06,0.86,1.04,0.91,1.17,1.03,0.88,0.82,1.15,0.93,0.85,1.02,0.99
