,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.31,0.89,0.94,1.04,0.81,0.85,1.1,0.92,1.01,0.9,1.11,0.89,1.07,1.02,0.8
e_1,0.76,1.0,1.01,1.22,0.98,1.05,1.14,0.99,1.01,1.4,1.04,1.16,1.09,1.04,1.12,1.16
d_1,1.13,0.99,1.0,0.89,0.94,1.0,0.96,0.9,1.34,1.12,1.08,0.99,1.0,0.93,0.86,0.99
c_1,1.06,0.82,1.11,1.0,1.34,0.87,0.95,0.88,0.82,0.67,0.8,0.97,0.9,0.87,1.01,0.88
b_1,0.99,1.02,1.05,0.75,1.0,1.41,1.19,1.04,1.12,0.95,1.06,0.93,1.1,0.84,1.03,0.99
a_1,1.24,0.94,1.01,1.14,0.7,1.0,1.05,1.1,0.81,1.11,1.16,0.94,1.16,1.12,0.95,1.14
h_1,1.18,0.88,1.05,1.04,0.85,0.95,1.0,1.17,0.99,0.95,1.06,0.84,1.01,0.97,1.15,1.0
g_1,0.9,1.01,1.19,1.08,0.97,0.9,0.84,1.0,0.95,0.79,0.95,1.23,0.84,0.95,0.95,0.93
c_0,1.08,0.98,0.76,1.08,0.92,1.13,1.03,1.06,1.0,1.15,1.41,1.11,1.07,1.15,1.03,1.06
d_0,0.93,0.73,0.94,1.52,1.07,0.89,1.01,1.21,0.83,1.0,1.0,0.95,0.97,1.07,1.04,1.1
b_0,1.11,0.97,0.92,1.17,1.04,0.83,1.01,1.03,0.72,0.99,1.0,0.96,1.06,1.4,1.04,1.14
f_0,0.99,0.85,0.99,0.99,0.97,1.05,1.22,0.84,0.94,1.02,1.04,1.0,0.98,1.0,0.93,1.41
h_0,1.15,0.95,0.98,1.02,0.91,0.89,0.99,1.17,0.91,0.99,0.94,1.01,1.0,1.05,1.19,0.79
a_0,0.99,0.95,1.1,1.07,1.13,0.91,1.07,1.08,0.88,0.96,0.77,0.98,0.96,1.0,1.06,1.05
g_0,1.02,0.88,1.2,0.97,0.97,1.01,0.89,1.04,0.93,0.98,0.94,1.11,0.82,0.96,1.0,1.22
e_0,1.22,0.88,1.06,1.01,1.03,0.89,1.01,1.0,0.94,0.88,0.9,0.68,1.28,1.06,0.84,1.0
