,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,1.13,1.75,1.85,3.81,25.34,28.91,37.32,27.47,41.58,49.01,68.4,88.1,93.57,135.78
f_1,1.15,1.0,1.11,1.38,1.56,3.91,20.86,26.31,27.62,26.85,37.88,42.0,56.97,66.32,81.33,128.9
d_1,0.88,0.88,1.0,1.04,1.32,3.7,18.12,20.47,23.83,31.49,38.73,37.73,52.98,66.42,82.08,82.49
c_1,0.59,0.75,0.95,1.0,1.78,3.24,17.0,18.85,14.85,16.83,22.1,32.38,48.16,51.25,62.68,84.28
b_1,0.54,0.65,0.75,0.57,1.0,4.03,13.59,14.57,14.6,18.66,23.16,25.12,39.5,41.68,49.13,67.65
a_1,0.25,0.25,0.26,0.3,0.27,1.0,5.94,6.66,7.06,7.23,11.04,11.04,17.14,19.84,23.1,27.48
h_1,0.04,0.05,0.05,0.06,0.07,0.17,1.0,1.23,1.05,1.22,1.64,2.02,2.71,2.77,3.64,5.93
g_1,0.03,0.04,0.05,0.05,0.06,0.15,0.81,1.0,1.03,1.1,1.59,2.01,2.14,2.83,3.82,4.8
d_0,0.03,0.04,0.04,0.07,0.07,0.14,0.92,0.99,1.0,0.74,1.23,1.62,2.44,2.8,3.29,4.81
c_0,0.04,0.04,0.03,0.06,0.05,0.13,0.82,0.96,1.33,1.0,1.88,1.71,2.31,3.3,3.16,4.19
b_0,0.02,0.03,0.03,0.05,0.04,0.09,0.61,0.68,0.81,0.52,1.0,1.08,1.83,2.6,2.2,3.29
f_0,0.02,0.02,0.03,0.03,0.04,0.09,0.5,0.5,0.61,0.58,0.9,1.0,1.6,1.75,2.68,2.24
h_0,0.01,0.02,0.02,0.02,0.03,0.06,0.37,0.46,0.41,0.43,0.56,0.62,1.0,1.2,1.27,2.13
a_0,0.01,0.01,0.01,0.02,0.02,0.05,0.35,0.36,0.34,0.31,0.39,0.55,0.84,1.0,1.2,1.5
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.27,0.27,0.31,0.31,0.44,0.38,0.76,0.84,1.0,1.2
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.2,0.21,0.24,0.31,0.43,0.48,0.64,0.86,1.02
