,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.43,0.35,0.52,0.43,0.31,0.33,0.26,0.49,0.27,0.25,0.25,0.27,0.19,0.14,0.21
f_1,0.72,0.95,0.38,0.44,0.4,0.22,0.26,0.22,0.3,0.26,0.27,0.16,0.24,0.18,0.14,0.24
d_1,0.56,0.56,0.95,0.32,0.33,0.28,0.34,0.24,0.2,0.49,0.31,0.27,0.29,0.24,0.22,0.19
c_1,0.45,0.49,0.5,0.94,0.64,0.24,0.32,0.25,0.23,0.14,0.23,0.28,0.24,0.2,0.22,0.21
b_1,0.47,0.48,0.55,0.44,0.94,0.52,0.3,0.32,0.28,0.26,0.17,0.27,0.26,0.17,0.21,0.22
a_1,0.55,0.69,0.59,0.54,0.37,0.94,0.4,0.31,0.33,0.37,0.33,0.35,0.36,0.15,0.21,0.29
h_1,0.66,1.0,0.71,0.67,0.62,0.46,0.76,0.52,0.35,0.4,0.4,0.37,0.32,0.32,0.27,0.42
g_1,0.73,0.81,1.05,0.72,0.51,0.44,0.49,0.76,0.4,0.46,0.42,0.58,0.38,0.31,0.4,0.31
d_0,0.66,0.82,0.53,1.2,0.77,0.44,0.61,0.49,0.66,0.38,0.43,0.43,0.42,0.38,0.3,0.36
c_0,0.84,0.95,0.68,0.77,0.59,0.43,0.61,0.46,0.51,0.66,0.74,0.44,0.47,0.43,0.38,0.4
b_0,0.94,0.91,0.78,0.81,0.52,0.44,0.58,0.52,0.51,0.41,0.66,0.37,0.48,0.68,0.32,0.42
f_0,0.75,0.79,0.98,0.74,0.7,0.5,0.58,0.43,0.49,0.53,0.54,0.67,0.51,0.38,0.61,0.38
h_0,0.89,1.19,0.81,0.84,0.8,0.41,0.45,0.62,0.57,0.52,0.44,0.44,0.37,0.31,0.32,0.55
a_0,1.02,1.03,0.9,0.77,0.75,0.47,0.58,0.58,0.49,0.57,0.41,0.42,0.59,0.65,0.4,0.44
e_0,0.71,1.29,0.8,0.79,0.83,0.59,0.75,0.5,0.57,0.59,0.61,0.36,0.6,0.39,0.62,0.43
g_0,1.01,0.86,1.21,0.88,0.74,0.5,0.6,0.49,0.53,0.5,0.5,0.62,0.45,0.45,0.41,0.37
