,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.13,4.14,4.54,4.82,4.98,5.44,1.04,2.01,0.84,0.89,0.93,1.71,0.53,1.02,0.79,0.76
e_1,2.87,1.13,5.68,6.58,5.61,6.04,1.56,1.67,1.06,1.18,1.21,1.29,0.83,1.01,3.39,0.97
d_1,6.42,5.72,1.12,6.15,4.79,4.18,1.48,1.0,1.07,2.56,1.02,0.92,0.63,0.95,1.01,0.47
c_1,6.12,5.23,5.85,1.13,6.69,5.1,1.69,1.74,3.46,0.72,1.21,1.23,0.91,1.06,1.08,1.0
b_1,7.31,7.7,7.82,3.16,1.14,6.2,2.31,2.22,1.76,1.69,2.98,1.29,1.01,1.61,1.33,0.91
a_1,11.8,11.57,9.58,11.25,5.23,1.14,2.99,2.62,2.02,2.22,3.63,2.25,1.83,10.51,2.79,1.46
h_1,17.99,17.07,16.33,16.79,15.36,16.18,1.8,5.14,3.66,3.81,3.38,3.54,5.26,3.15,2.81,2.67
g_1,23.91,19.19,22.16,21.27,22.54,23.86,5.02,1.8,4.95,4.73,4.57,4.44,2.34,3.53,4.91,6.15
c_0,24.53,22.62,12.79,51.77,22.72,24.17,8.09,5.52,2.31,6.44,5.2,5.18,3.5,4.56,4.59,3.47
d_0,21.83,12.91,51.93,27.25,27.14,29.08,7.16,6.84,4.77,2.38,4.26,5.28,3.47,5.19,5.19,3.79
b_0,23.61,24.49,21.74,31.06,47.37,36.49,6.52,7.28,2.75,5.79,2.3,5.08,4.66,5.39,6.6,3.58
f_0,56.37,28.41,27.39,28.24,23.49,26.59,7.8,5.07,5.46,5.12,5.2,2.39,3.8,5.19,5.26,2.41
h_0,33.72,34.14,34.79,34.9,36.3,35.79,13.45,9.5,7.32,7.35,6.23,6.29,10.0,5.77,5.34,5.62
a_0,36.67,35.51,33.45,38.35,43.0,60.03,9.5,9.77,6.19,8.22,3.97,7.23,5.86,2.63,9.07,4.29
e_0,55.54,80.7,35.87,41.41,37.27,32.65,11.06,7.95,8.36,8.22,7.66,4.63,6.03,6.95,2.52,5.17
g_0,53.96,45.53,40.93,42.55,52.74,34.46,9.4,23.59,9.76,10.59,8.86,8.66,5.32,8.37,9.55,12.54
