,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.62,12.54,19.77,17.96,24.88,66.03,2023.09,5842.33,3668.8,4922.97,7255.1,11048.92,20687.75,21829.72,,32859.31
f_1,15.3,112.28,12.53,17.94,30.01,78.39,2087.96,4433.66,4304.5,5150.43,6421.07,,17240.7,23400.57,14734.85,36379.12
c_1,8.07,16.05,130.32,14.35,39.44,63.09,2221.87,3533.58,4224.41,,4527.68,9101.31,19247.94,19529.75,20118.08,29462.92
d_1,8.78,10.6,9.63,134.26,24.23,57.46,2170.6,,4227.9,9762.36,4742.6,10891.28,19795.95,20422.37,16818.35,28420.63
b_1,9.28,8.22,11.46,12.65,197.43,105.55,1837.51,3304.33,3449.58,4229.78,,7070.34,17660.57,13220.87,19748.75,27695.86
a_1,6.35,6.07,10.93,7.56,11.22,476.65,1366.05,2722.92,2318.28,2595.46,4261.0,5352.6,12745.8,,12688.58,18951.37
h_1,4.45,7.69,7.19,6.97,10.17,35.37,3761.48,1342.49,2188.13,2044.82,2486.48,2419.45,,8061.56,9777.87,20400.9
d_0,4.93,4.87,9.76,,10.94,25.34,1492.08,4509.31,1347.87,1842.75,2875.88,4205.67,10374.12,4707.5,8750.47,9426.27
g_1,4.72,4.66,4.46,6.48,7.45,25.36,733.11,1620.94,6089.24,1889.08,2336.32,4113.95,5546.41,6265.35,8433.38,
c_0,5.78,5.51,,4.95,8.26,36.3,1044.21,1763.9,1507.76,5532.86,2922.51,3403.0,7299.75,8246.71,6741.72,12607.41
b_0,4.34,3.79,6.29,7.72,,17.75,960.48,1649.46,1344.94,1785.96,6159.05,4633.99,5949.73,9693.48,9108.84,11713.97
f_0,3.17,,4.39,3.92,9.48,24.17,995.3,1445.46,1585.06,1960.07,1479.78,8490.2,6764.93,8214.26,11258.66,9846.59
h_0,3.55,5.97,4.84,5.39,7.73,16.27,,1106.08,1887.5,2037.23,2169.71,2950.71,,5016.78,6443.67,12864.06
a_0,3.26,2.32,3.52,4.67,6.72,,444.18,1414.37,918.31,1628.67,1254.33,1655.0,6144.49,15310.49,,10743.71
e_0,,3.48,4.41,4.09,4.35,20.09,770.54,984.14,854.42,1400.35,1369.84,1964.91,6125.26,,17283.75,9205.93
g_0,2.5,3.44,4.6,5.64,6.1,15.05,427.2,1214.06,,1368.39,2146.97,3434.96,7053.18,4660.14,6072.41,
