,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9679.1,4448.86,3323.06,3407.31,5996.77,30881.48,2750456.07,6747078.91,9739066.69,13661153.74,16233170.73,11575872.6,87458533.24,73979634.82,94362892.98,242177964.42
e_1,2568.99,10542.71,3232.79,4642.36,5899.76,36094.05,3278934.41,7059554.43,20711786.78,14044578.29,14273680.55,35415309.18,73846334.33,106273541.89,62835388.3,303745567.16
d_1,2463.94,2048.89,18704.29,3386.71,5833.54,31942.33,3173542.97,8726779.95,5153787.47,27053377.42,20191225.56,38901462.57,93289908.34,110020824.08,173777004.7,346706630.92
c_1,2109.87,1967.25,3448.37,20588.55,12063.51,32132.76,2904171.33,9641000.5,11208850.21,3948250.91,10622520.5,31748041.67,81121174.04,90796348.35,138311482.28,255222843.68
b_1,1985.87,2043.41,3747.33,4689.05,36497.79,70701.73,2799118.3,7578729.19,11564261.55,12633435.35,6896999.5,40097536.47,95385322.28,80584036.19,129943038.41,266079470.87
a_1,2484.1,2171.84,4568.27,4623.73,4950.35,305667.27,3147585.24,7982921.31,12358737.05,13028035.12,14934017.28,40279993.14,87028234.22,54929062.54,152426992.61,310664824.76
h_1,3699.47,2664.17,5354.79,4555.8,7254.37,32691.03,10272949.92,13658701.33,13121047.48,18389944.94,18451644.87,45429655.69,53176804.1,96805816.11,185453944.12,480461213.26
g_1,1932.31,1892.96,8357.74,5010.59,8885.9,29262.31,3825595.67,34631838.88,10142650.2,16247142.1,19591055.2,67458925.34,88570456.18,127325876.37,200908439.46,223278016.49
d_0,2821.13,2459.98,2265.64,9665.3,8217.07,44634.32,4007852.68,9222076.07,27616854.0,11615449.61,15624788.14,46149123.2,94234554.4,122910928.13,162901301.14,361086168.6
c_0,3067.35,3003.91,5777.38,2920.99,5885.71,36702.32,3615534.7,12390305.44,12961091.71,36168106.89,39309491.76,41908392.96,123682852.65,167014261.17,171046366.2,442330556.54
b_0,2689.72,3349.89,5530.12,4821.04,3650.79,33728.99,3448945.61,11259511.49,15271740.75,18191638.4,45169057.14,41812671.96,107000049.27,297104801.66,159268586.56,447421451.65
f_0,1253.91,2137.18,5672.82,6204.03,8730.0,50315.67,4202966.11,12022301.6,13785556.95,14779171.82,18755758.44,114509310.89,111765233.65,148634701.33,405821282.58,495671170.21
h_0,3772.29,2672.49,5231.29,4590.25,7340.23,41044.29,2238674.78,15433727.32,12054598.05,15385061.24,19679017.91,46665236.41,61111650.1,103873446.45,187017157.44,517868122.85
a_0,2935.56,2711.44,4980.29,5065.77,9478.29,27279.25,4390677.02,10228120.74,16450287.21,16480101.86,21973149.41,43586542.89,123490100.15,352090513.28,207531794.61,432482751.94
e_0,2986.17,1310.6,4775.17,5327.67,9867.63,46611.71,4684596.58,13532678.21,11189342.15,18466488.46,19400278.28,47537730.92,128891781.09,130669411.65,551458423.07,360702578.48
g_0,2392.15,2685.86,7089.75,5402.96,6389.65,40733.01,3582357.82,8120066.98,11992567.53,15579212.34,24385819.64,71494664.09,118963716.55,130250115.63,214710567.38,223301420.89
