,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.73,1.63,1.37,1.91,1.46,1.62,5.68,12.43,7.72,5.54,7.27,7.36,9.6,7.33,11.32,3.71
f_1,2.69,5.87,1.47,1.38,1.33,1.29,5.55,7.31,6.73,5.77,6.38,3.76,9.17,7.27,10.71,4.74
d_1,1.35,1.82,5.98,1.09,1.4,1.5,5.58,4.63,13.06,6.85,8.99,8.38,12.14,8.6,12.63,10.31
c_1,1.37,1.51,1.34,6.76,2.83,1.79,5.43,7.32,2.39,4.19,5.22,7.68,9.79,6.56,11.07,9.05
b_1,1.6,1.55,1.32,1.88,8.14,2.64,4.65,6.64,5.91,4.09,2.7,6.96,11.93,6.31,8.87,8.38
a_1,1.44,1.48,1.88,1.52,1.7,12.15,6.07,6.55,6.38,4.92,8.34,6.71,13.59,2.91,10.4,7.32
h_1,1.89,2.54,2.06,1.81,1.52,1.44,16.36,6.84,8.17,9.15,9.53,8.67,7.8,8.53,17.09,11.57
d_0,1.7,1.96,1.13,3.65,1.89,1.94,6.28,14.85,7.72,7.16,9.47,9.36,13.72,8.8,10.87,8.93
c_0,1.9,2.05,2.24,1.18,1.39,1.49,7.05,9.12,15.98,7.72,18.77,10.31,15.98,13.05,13.57,10.04
g_1,1.71,1.6,3.2,1.86,1.54,1.28,6.04,6.9,10.04,20.04,8.79,12.32,13.88,9.99,11.0,10.8
b_0,1.4,2.33,1.99,2.03,0.99,1.26,7.79,9.93,9.7,7.72,18.43,11.19,15.25,21.1,13.95,10.95
f_0,1.22,1.36,2.31,2.21,1.97,1.94,7.74,8.06,9.28,8.24,9.24,20.9,13.98,10.21,15.42,24.94
h_0,1.77,2.5,2.02,1.85,1.95,1.7,4.32,7.86,9.28,9.08,7.99,8.25,9.17,8.92,17.35,8.97
a_0,1.72,2.08,2.37,1.61,1.77,1.05,6.12,10.44,10.13,7.61,11.95,11.2,13.3,25.46,13.32,11.68
g_0,1.5,1.83,3.01,1.75,2.03,1.76,6.7,7.59,7.16,4.72,8.48,14.4,14.03,6.15,7.58,12.26
e_0,1.07,1.97,2.51,1.94,2.22,2.06,8.7,8.41,7.08,7.71,10.11,9.8,13.71,8.04,14.83,26.39
