,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.74,1.07,1.38,1.09,0.92,0.51,0.56,0.47,0.36,0.42,0.43,0.33,0.36,0.48,0.32
f_1,1.11,0.65,0.96,1.11,1.03,0.94,0.38,0.5,0.43,0.38,0.38,0.43,0.25,0.38,0.31,0.32
d_1,1.28,1.29,0.64,0.97,0.98,0.97,0.46,0.36,0.5,0.44,0.37,0.35,0.37,0.36,0.35,0.23
c_1,0.87,1.2,1.32,0.64,1.31,0.91,0.5,0.47,0.25,0.42,0.34,0.36,0.33,0.35,0.33,0.3
b_1,1.26,1.28,1.2,0.72,0.62,1.32,0.49,0.55,0.46,0.55,0.69,0.45,0.38,0.36,0.43,0.37
a_1,1.4,1.51,1.41,1.37,0.76,0.57,0.67,0.62,0.56,0.52,0.7,0.62,0.42,0.64,0.47,0.36
h_1,1.69,2.02,1.76,1.76,1.92,1.48,0.55,0.97,0.66,0.64,0.63,0.64,0.6,0.57,0.55,0.49
g_1,1.79,1.94,1.95,1.98,1.92,1.6,0.62,0.53,0.65,0.66,0.57,0.78,0.45,0.62,0.65,0.55
d_0,1.27,1.64,2.42,2.41,1.9,1.73,0.89,0.97,0.59,0.64,0.77,0.75,0.63,0.71,0.7,0.57
c_0,2.31,1.88,1.29,2.65,1.89,1.89,0.88,0.82,0.99,0.57,0.84,0.75,0.63,0.77,0.71,0.55
b_0,1.94,1.97,1.76,2.8,2.21,1.61,0.86,0.87,0.69,0.49,0.56,0.72,0.58,0.87,0.63,0.56
f_0,1.96,2.62,2.28,2.16,1.88,1.5,0.91,0.62,0.77,0.68,0.69,0.55,0.59,0.74,0.88,0.45
h_0,1.99,2.33,1.99,2.38,2.13,1.84,1.21,1.03,0.77,0.74,0.73,0.71,0.74,0.78,0.75,0.6
a_0,2.3,2.17,2.32,2.24,2.65,2.51,1.05,0.96,0.85,0.76,0.5,0.79,0.59,0.54,0.73,0.63
e_0,2.53,3.4,2.12,2.82,2.41,1.94,1.05,0.79,0.89,0.75,0.9,0.49,0.7,0.89,0.53,0.59
g_0,2.38,2.28,2.64,2.44,2.42,2.28,0.97,1.08,0.88,0.85,0.81,0.87,0.62,0.86,0.89,0.91
