,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.87,1.79,1.11,1.96,1.35,1.55,5.62,5.43,13.86,6.41,8.51,8.22,12.13,7.2,4.7,11.66
f_1,2.85,6.12,1.3,1.29,1.39,1.26,5.34,4.78,7.82,7.85,6.81,2.78,9.65,7.86,4.54,9.39
d_1,1.34,1.78,6.46,1.21,1.63,1.46,5.32,5.56,3.61,13.34,8.61,7.0,12.02,7.71,9.15,10.92
c_1,1.16,1.4,1.79,6.45,2.95,1.34,5.97,5.26,6.61,2.65,4.87,7.38,9.33,7.51,7.01,10.81
b_1,1.4,1.38,1.72,1.41,7.38,3.28,5.23,5.36,6.35,7.16,3.52,7.83,9.31,5.7,6.22,10.07
a_1,1.52,1.57,1.58,1.94,1.28,10.59,6.34,5.54,6.68,5.61,6.18,8.24,11.51,3.21,7.33,10.28
h_1,1.65,2.46,1.95,1.9,1.98,1.54,18.1,8.89,7.85,8.24,9.45,8.08,7.54,8.9,9.69,15.35
g_1,1.4,1.65,3.03,1.79,1.7,1.73,5.48,19.27,6.62,9.84,7.53,16.43,12.97,8.93,13.05,11.33
d_0,1.9,1.83,1.05,3.86,1.51,1.63,7.17,6.47,15.12,6.22,10.46,9.0,13.48,9.31,10.42,14.51
c_0,2.04,2.0,2.12,1.43,1.29,1.6,7.92,6.86,9.53,17.65,16.51,9.86,15.25,10.97,12.17,17.38
b_0,1.87,2.02,2.29,2.13,0.62,1.14,8.19,7.53,9.06,9.52,19.18,11.18,15.45,20.72,10.3,19.27
f_0,1.73,1.23,2.36,2.05,1.84,1.41,6.78,7.38,8.28,8.14,10.02,19.36,14.61,10.0,24.38,16.69
h_0,1.77,2.87,1.7,1.77,1.65,1.88,5.17,9.86,7.44,8.93,9.18,9.44,9.22,11.84,9.93,18.85
a_0,2.0,1.92,1.95,2.18,2.02,1.19,8.01,7.56,8.95,7.78,8.76,10.11,13.22,24.82,9.46,14.78
e_0,1.08,2.05,2.0,2.44,1.68,2.0,8.61,6.19,9.62,9.85,13.03,10.24,12.52,9.79,26.78,16.18
g_0,1.75,1.63,2.92,1.89,1.49,2.09,6.81,5.34,7.42,9.06,9.84,14.36,15.6,9.48,10.72,5.19
