,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,1.32,0.83,0.83,0.71,0.64,0.95,0.96,1.08,0.93,1.02,0.79,1.02,0.93,0.72,1.0
e_1,0.84,1.52,0.8,1.07,0.88,0.69,1.03,0.97,1.69,1.04,1.06,1.07,1.24,0.93,0.72,1.07
d_1,1.05,0.91,1.57,0.7,0.87,0.69,1.19,0.95,0.86,1.63,1.13,1.08,1.25,0.96,1.01,1.05
c_1,0.93,0.81,1.02,1.59,1.42,0.67,1.06,0.88,0.79,0.65,0.82,0.91,1.02,0.88,0.82,0.9
b_1,1.02,0.99,0.87,0.77,1.62,1.34,1.09,0.98,0.97,1.15,0.86,0.95,1.05,0.64,0.94,1.0
a_1,1.12,1.01,1.04,1.0,0.77,1.77,1.18,0.96,1.16,1.21,1.11,1.04,1.39,0.73,1.06,1.33
h_1,1.55,1.09,1.12,1.0,0.94,0.83,1.79,1.47,1.11,1.13,1.31,1.14,1.22,1.18,1.0,1.55
g_1,1.08,1.16,1.58,1.15,0.94,1.06,1.24,1.88,1.19,1.24,1.19,1.69,1.39,0.96,1.28,1.14
d_0,1.21,1.01,1.02,2.0,1.12,0.86,1.42,1.27,1.75,0.98,1.34,1.16,1.47,1.15,1.06,1.29
c_0,1.4,1.17,1.11,1.16,0.87,0.95,1.56,1.35,1.64,1.75,2.11,1.4,1.46,1.44,1.17,1.42
b_0,1.39,1.18,1.29,1.35,0.81,0.85,1.43,1.44,1.33,1.23,1.79,1.24,1.56,2.09,1.18,1.43
f_0,1.17,0.98,1.33,1.4,1.15,1.08,1.61,1.29,1.44,1.44,1.49,1.87,1.56,1.25,2.07,1.29
h_0,1.57,1.19,1.27,1.26,1.07,0.89,1.19,1.62,1.35,1.35,1.43,1.26,1.39,1.14,1.3,1.58
a_0,1.37,1.28,1.36,1.36,1.29,0.76,1.39,1.55,1.38,1.19,1.15,1.38,1.6,1.89,1.18,1.44
e_0,1.54,1.11,1.4,1.39,0.98,1.05,1.64,1.56,1.39,1.51,1.62,1.33,1.64,1.09,1.92,1.37
g_0,1.22,1.13,1.75,1.36,1.14,0.75,1.42,1.42,1.33,1.42,1.47,1.87,1.59,1.3,1.28,1.43
