,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.32,0.87,0.74,0.96,0.73,0.67,1.56,1.24,3.07,1.5,1.62,1.72,2.3,1.49,0.91,1.95
f_1,1.44,2.32,0.77,0.78,0.73,0.44,1.28,1.21,1.71,1.53,1.64,0.99,2.07,1.3,1.03,1.83
d_1,0.78,1.04,2.45,0.61,0.67,0.65,1.73,1.57,1.14,3.0,1.93,1.54,2.16,1.54,1.35,1.97
c_1,0.75,0.76,0.8,2.5,1.5,0.64,1.28,1.27,1.64,0.97,1.07,1.35,1.94,1.28,1.42,1.61
b_1,0.83,0.8,0.82,0.8,2.58,1.25,1.52,1.33,1.52,1.66,0.8,1.44,2.17,1.12,1.41,1.89
a_1,0.78,0.94,0.94,0.89,0.73,3.07,1.71,1.52,1.5,1.88,1.78,1.97,2.05,0.78,1.44,1.79
h_1,0.92,1.31,0.89,0.94,0.72,0.65,3.29,1.89,1.58,1.69,1.69,1.64,1.74,1.25,1.64,2.88
g_1,0.81,0.85,1.49,0.84,0.67,0.82,1.61,3.57,1.22,2.01,1.96,2.59,1.98,1.41,1.58,1.38
d_0,0.82,0.94,0.65,1.7,0.99,0.65,1.57,1.18,2.99,1.35,1.61,1.81,2.3,1.42,1.68,1.94
c_0,1.03,1.05,0.95,0.82,0.56,0.73,1.92,1.62,1.99,3.04,3.58,2.09,2.39,1.92,1.68,2.17
b_0,0.99,1.13,0.89,0.96,0.58,0.49,1.68,1.6,2.0,1.86,3.38,1.91,2.72,3.44,1.62,2.2
f_0,0.82,0.67,0.99,1.07,0.85,0.74,1.72,1.74,1.8,1.67,2.04,3.38,2.33,1.35,3.35,2.15
h_0,0.9,1.31,0.94,0.86,0.76,0.73,1.17,2.02,1.69,1.68,1.6,1.68,1.92,1.49,1.6,2.41
a_0,0.94,1.07,1.06,1.1,0.76,0.45,1.96,1.54,1.76,2.01,1.52,1.43,2.2,3.49,1.51,1.79
e_0,0.69,0.92,1.13,0.94,0.96,0.59,2.04,2.2,1.71,1.74,1.78,1.77,2.51,1.65,3.49,2.48
g_0,0.96,0.94,1.41,0.78,0.88,0.65,1.58,1.16,1.42,1.86,1.72,2.52,2.24,1.62,1.77,1.53
