,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,8525.04,2660.82,3128.31,6552.05,11721.22,42446.63,2561583.85,20979460.15,11116523.99,17381494.08,31730873.49,27097731.85,84472568.36,160111058.35,193233671.9,103291453.44
f_1,3960.12,8999.46,3563.98,4990.86,13013.03,32242.43,2932831.88,9121220.21,10158218.75,19106973.16,21528063.29,9521707.1,68307186.33,123278443.06,148593021.54,93359554.37
d_1,2353.5,2742.9,16542.83,3591.41,13672.71,37158.98,2879110.14,5154780.52,9948776.44,33861307.42,28877470.54,27620044.52,81867151.42,140632845.34,211265532.06,187808325.06
c_1,2055.63,2434.08,4006.57,23012.94,27184.3,34617.85,2590859.21,9293337.95,11173185.59,7178730.41,20523926.45,22708571.44,61697780.38,107836350.17,130756161.55,159251701.48
b_1,2018.89,2171.39,4421.06,4820.17,81665.39,82527.63,2725415.94,8280927.35,10374274.5,13645799.71,9671728.37,28407385.54,60746248.72,136135713.55,158258954.94,190979924.62
a_1,2249.29,2516.31,4335.92,5448.23,11720.52,284489.64,2892278.14,10401837.13,10079550.79,20938644.2,26544111.66,28569713.46,29364050.46,152581922.43,269750773.81,162031555.65
h_1,2749.84,4068.66,5333.02,5945.08,17451.18,41591.93,7644989.84,10856733.76,15426243.11,20490128.95,27934399.1,29294802.1,82582206.04,104599330.76,259850299.95,200713897.04
d_0,2353.4,3111.21,2915.27,12280.67,18639.04,45227.48,3163075.53,22749308.89,13164639.73,14685314.4,31649390.21,30659331.48,91815458.06,156323356.29,222811915.13,190908107.03
g_1,2395.87,2044.2,7828.98,6459.56,15328.34,41774.55,3194867.03,10186661.41,40964444.38,23840609.06,33342162.97,53315016.47,97196849.67,124412252.21,157548404.53,227080040.74
c_0,3327.21,2978.2,4722.1,4833.97,13594.09,50980.75,3253594.21,15393932.71,12020189.29,42803086.24,57331042.19,35178125.98,93175277.61,190014273.87,306749873.72,188314353.14
b_0,2745.75,3621.39,5172.16,7635.08,8477.63,30368.96,3493320.3,13960863.9,13469988.59,20881629.89,65934645.54,33845224.53,199698997.27,143062477.83,250374221.26,202500539.5
f_0,2325.11,1762.73,5856.37,7522.52,18184.38,48648.84,3672904.58,13264082.99,14038654.82,22031876.86,33906881.37,72111608.82,110075911.98,180127489.34,267234002.62,455437606.32
a_0,2577.17,3239.44,6277.98,8633.01,18668.38,20591.8,3537773.12,14098830.08,12854391.83,19344641.15,31310141.84,31518161.36,241866466.12,171537266.19,215377936.55,223023273.13
h_0,2697.78,4207.86,5166.77,6300.45,13633.97,50296.07,2371433.13,13868020.72,18059304.05,18542106.63,30168261.11,29200833.21,101839913.36,97782851.22,312380457.26,166757373.47
g_0,2553.44,2667.26,7942.51,6788.59,15582.21,36497.24,3606661.6,11771291.41,7515928.62,19385881.06,36080493.39,48708384.71,110849878.88,170294209.53,162616985.91,196031563.32
e_0,1463.24,3761.49,5499.73,7073.03,20873.69,45269.59,3536732.9,12408790.2,14456938.77,22965006.95,32946013.27,32255872.13,94641266.47,185494416.4,234122210.09,510612940.77
