,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.33,1.48,0.74,0.88,0.63,0.51,1.45,1.25,1.46,1.5,1.53,0.95,1.96,1.38,1.0,1.72
e_1,0.93,2.33,0.73,0.92,0.76,0.55,1.76,1.36,2.87,1.61,1.78,1.63,2.25,1.54,1.01,1.99
d_1,0.83,0.85,2.43,0.66,0.69,0.64,1.56,1.67,1.14,3.07,2.02,1.74,2.39,1.55,1.53,2.14
c_1,0.92,0.83,0.79,2.47,1.44,0.6,1.27,1.15,1.52,0.91,0.91,1.4,1.96,1.23,1.1,1.63
b_1,0.91,0.7,0.79,0.83,2.67,1.33,1.74,1.25,1.78,1.43,1.1,1.59,1.75,1.02,1.31,1.87
a_1,1.0,0.87,0.83,0.84,0.67,3.16,1.78,1.46,1.79,1.61,1.56,1.56,1.95,1.14,1.55,1.66
h_1,1.36,0.84,1.02,0.81,0.7,0.66,3.23,2.23,1.91,1.57,1.82,1.67,1.82,1.35,1.6,2.54
g_1,0.9,0.76,1.41,0.9,0.69,0.66,1.46,3.57,1.56,1.91,1.87,2.41,2.42,1.6,1.5,1.73
d_0,0.99,0.83,0.63,1.71,0.94,0.61,1.6,1.47,2.99,1.18,1.79,1.7,2.3,1.67,1.7,2.11
c_0,1.01,0.84,1.13,0.69,0.62,0.57,1.78,2.08,2.11,3.18,3.83,1.92,2.84,2.32,1.78,2.43
b_0,1.06,0.95,1.02,0.99,0.51,0.46,1.79,1.72,2.06,1.93,3.29,1.94,2.59,3.76,1.93,2.18
f_0,0.76,0.66,1.1,1.06,0.88,0.66,1.85,1.57,2.18,1.91,2.04,3.35,2.68,1.89,3.44,2.36
h_0,1.23,0.93,1.12,0.91,0.73,0.6,1.21,1.93,1.88,1.78,1.83,1.5,1.81,1.82,1.5,2.56
a_0,1.05,0.95,1.12,1.03,0.82,0.4,1.67,1.68,1.88,1.71,1.85,2.13,2.91,3.39,1.96,2.45
e_0,1.06,0.72,1.0,0.96,0.79,0.7,1.58,1.72,1.92,2.14,1.89,1.8,2.94,1.95,3.74,2.44
g_0,0.83,0.8,1.51,0.97,0.75,0.63,1.6,1.41,1.71,1.83,1.84,2.9,2.16,1.71,1.82,1.56
