,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.82,1.48,1.98,1.43,1.33,0.5,0.64,0.52,0.43,0.49,0.59,0.32,0.42,0.35,0.36
e_1,1.19,1.05,1.79,1.98,1.84,1.4,0.59,0.69,0.59,0.49,0.54,0.61,0.42,0.53,0.57,0.36
d_1,2.1,2.1,1.05,1.82,1.47,1.44,0.7,0.47,0.83,0.58,0.53,0.48,0.38,0.4,0.41,0.26
c_1,1.72,1.48,2.24,1.05,2.29,1.43,0.74,0.65,0.38,0.64,0.48,0.54,0.4,0.44,0.42,0.4
b_1,2.4,2.15,2.24,1.22,1.06,2.06,0.84,0.79,0.59,0.83,0.74,0.57,0.51,0.59,0.53,0.52
a_1,3.39,3.01,2.6,2.92,1.64,1.06,1.28,1.11,0.99,0.92,1.12,0.7,0.67,1.05,0.69,0.65
h_1,5.12,4.95,4.75,4.3,4.13,3.64,1.28,1.9,1.55,1.24,1.26,1.19,1.18,1.09,1.15,1.11
g_1,5.95,5.47,5.93,5.74,4.95,4.32,1.72,1.3,1.59,1.51,1.48,1.74,1.04,1.26,1.58,1.02
d_0,5.39,3.81,6.62,6.54,6.36,4.39,2.07,2.38,1.39,1.56,1.47,1.58,1.31,1.47,1.57,1.28
c_0,7.83,7.59,3.89,9.27,5.71,4.54,2.91,2.09,2.62,1.39,2.11,1.53,1.5,1.75,1.84,1.28
b_0,7.0,6.02,5.49,9.3,8.11,5.13,2.73,2.25,2.25,1.15,1.38,1.88,1.59,1.83,1.69,1.36
f_0,8.82,6.27,6.68,7.18,7.08,6.74,3.08,1.77,2.36,2.18,2.03,1.4,1.57,1.61,2.32,1.05
h_0,9.62,7.6,7.95,8.47,6.46,5.92,3.3,2.95,2.53,2.05,2.04,2.09,2.24,1.88,1.96,1.71
a_0,9.44,7.89,8.71,8.77,7.59,7.2,3.36,3.12,2.98,2.31,1.48,2.12,1.78,1.51,2.08,1.66
e_0,14.1,10.33,8.62,9.42,7.65,8.22,3.46,2.38,2.63,2.29,2.43,1.38,1.78,2.15,1.52,1.65
g_0,10.62,9.9,10.42,9.67,8.89,7.85,3.12,4.22,3.27,3.16,2.71,2.99,1.74,2.45,2.46,2.49
