,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.01,0.03,0.03,0.04,0.04,0.04,0.05,0.07,0.07,0.08,0.1,0.18,0.09,0.14,0.11,0.17
d_1,0.03,0.01,0.03,0.03,0.03,0.04,0.06,0.06,0.07,0.22,0.07,0.09,0.08,0.12,0.08,0.11
e_1,0.02,0.03,0.01,0.03,0.04,0.04,0.06,0.09,0.07,0.09,0.08,0.09,0.08,0.1,0.12,0.18
c_1,0.02,0.02,0.02,0.01,0.02,0.04,0.04,0.05,0.09,0.03,0.05,0.05,0.05,0.08,0.06,0.08
b_1,0.01,0.01,0.02,0.01,0.01,0.03,0.03,0.04,0.04,0.04,0.1,0.04,0.05,0.06,0.05,0.07
a_1,0.01,0.01,0.01,0.01,0.01,,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.06,0.02,0.02
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
