,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.08,1.45,2.25,2.42,2.31,1.99,0.64,0.5,0.46,0.64,0.49,0.63,0.33,0.4,0.45,0.65
f_1,2.13,1.08,2.28,2.15,2.13,1.94,0.5,0.48,0.43,0.77,0.43,0.57,0.24,0.44,0.36,0.4
d_1,2.87,2.7,1.09,2.6,2.45,2.37,0.68,0.68,0.5,0.48,0.5,0.46,0.33,0.45,0.23,0.5
c_1,2.22,2.8,3.65,1.1,2.85,2.32,0.78,0.35,0.77,0.76,0.58,0.52,0.4,0.56,0.4,0.54
b_1,3.17,3.47,3.99,1.86,1.11,3.32,0.91,0.65,0.95,1.07,0.97,0.59,0.5,0.64,0.43,0.54
a_1,5.12,5.09,4.56,4.51,2.19,1.12,1.22,1.05,0.91,1.47,1.21,0.8,0.66,1.35,0.68,0.71
h_1,8.51,9.09,8.09,9.56,8.38,7.65,1.52,1.88,1.62,2.4,1.87,1.7,1.59,1.49,1.41,1.63
d_0,7.65,11.08,14.85,12.11,11.76,11.16,3.31,1.79,2.52,3.47,2.76,2.52,1.78,2.09,2.01,2.32
c_0,12.77,13.69,7.14,17.34,13.42,11.93,3.94,3.57,1.78,3.03,2.38,2.51,1.77,2.4,1.54,2.37
g_1,13.38,14.31,11.24,14.88,13.7,11.64,3.02,3.15,2.57,1.55,2.63,2.49,1.55,2.46,2.25,2.5
b_0,12.33,13.07,10.3,18.95,17.6,12.31,4.24,3.09,1.69,3.43,1.82,2.45,1.65,2.46,1.87,3.0
f_0,15.33,19.74,13.69,15.65,15.92,14.12,4.26,3.06,2.94,2.73,2.98,1.92,2.43,3.03,1.33,2.48
h_0,18.26,20.6,18.17,21.34,19.4,17.14,6.07,4.41,3.66,5.31,3.62,3.64,3.89,3.47,2.75,3.24
a_0,21.36,21.3,19.92,22.11,29.53,26.3,6.71,5.24,3.43,5.56,2.51,4.52,2.82,2.18,2.68,5.16
g_0,24.42,25.11,22.17,23.11,21.1,17.94,5.21,5.49,4.46,8.33,5.44,4.74,2.69,5.41,3.53,4.78
e_0,28.74,30.33,21.6,22.6,22.34,20.21,6.66,4.71,4.43,5.83,4.52,2.57,3.52,5.1,2.39,2.13
