,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,102.17,56.8,95.59,127.97,146.86,379.11,8734.16,17982.3,29983.33,30347.07,37152.35,39282.93,98595.48,137756.97,129521.66,243108.85
f_1,93.95,103.98,96.24,102.51,121.43,356.34,7671.9,16640.28,19933.09,25692.52,27723.97,36661.62,91312.16,126095.09,90452.24,202931.77
d_1,50.66,59.14,152.87,78.57,114.7,372.94,6999.5,12658.78,12903.12,42010.52,28227.65,36760.47,85277.83,111096.94,135720.27,170356.09
c_1,46.74,54.43,88.89,158.76,178.97,326.9,7563.15,13539.09,13682.6,19074.32,26059.93,23366.51,84657.41,95674.43,105895.44,193346.86
b_1,43.95,51.25,74.08,72.17,196.64,526.42,6486.16,13582.4,14394.16,25181.4,28500.53,26109.8,80562.79,86029.55,113113.72,162104.61
a_1,33.85,38.28,54.06,60.08,61.11,489.49,4484.81,9170.29,11577.3,16381.82,19829.68,22690.27,68507.52,74025.11,63259.91,123881.88
h_1,14.23,20.02,28.02,23.6,34.92,100.04,2921.17,5650.0,4498.71,7489.69,8469.75,9702.79,20632.79,33179.94,38285.0,66585.6
g_1,11.08,11.91,27.98,22.11,25.54,77.53,1381.11,5195.68,3469.28,6236.83,9558.26,7947.71,18909.78,26421.55,32542.81,43098.62
d_0,9.79,12.3,16.07,35.41,28.87,77.11,1684.2,3508.54,5075.94,4505.94,6860.46,7606.71,19096.09,24802.6,29174.03,49505.7
c_0,11.05,12.65,14.97,16.2,18.75,84.49,1558.6,3006.12,3856.62,6863.47,6130.05,11783.17,18357.34,29075.4,32268.8,44607.52
f_0,8.55,10.31,18.92,18.96,21.92,67.59,1416.26,2858.64,3245.99,5319.1,7801.41,6965.0,18156.34,22284.62,45624.12,35664.88
b_0,10.58,11.53,16.16,20.37,16.64,55.87,1390.86,2870.98,3043.15,3787.7,6598.7,8293.5,17494.34,38553.32,25094.7,43122.98
h_0,7.41,10.12,12.94,13.92,16.89,44.72,1008.01,2565.52,2150.5,3326.02,4284.85,4443.76,10619.54,14484.13,18031.88,35321.16
a_0,6.39,7.78,11.94,11.15,16.2,26.46,990.59,1885.06,1932.56,3098.78,4394.16,3437.03,13265.58,20926.87,18256.21,28219.14
e_0,5.42,7.6,11.66,12.49,15.11,46.39,931.37,2008.09,1841.31,3014.25,2784.89,4206.18,10241.8,13556.23,22491.41,23829.89
g_0,5.0,5.55,13.38,10.5,13.08,39.98,811.58,1580.48,1651.0,2848.04,4437.51,3300.54,9121.24,11280.74,15501.99,19929.86
