,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.72,1.29,1.05,1.17,0.94,0.51,0.48,0.38,0.53,0.38,0.46,0.34,0.36,0.47,0.35
f_1,1.23,0.65,1.07,1.0,0.92,0.83,0.38,0.42,0.38,0.54,0.41,0.44,0.26,0.37,0.33,0.33
c_1,0.87,1.13,0.64,1.39,1.24,0.94,0.53,0.26,0.45,0.49,0.34,0.37,0.32,0.38,0.38,0.32
d_1,1.29,1.21,1.04,0.64,1.09,0.97,0.45,0.52,0.39,0.35,0.43,0.42,0.31,0.38,0.33,0.22
b_1,1.22,1.36,0.77,1.3,0.61,1.35,0.58,0.45,0.59,0.52,0.56,0.39,0.34,0.4,0.4,0.36
a_1,1.42,1.55,1.42,1.39,0.76,0.58,0.65,0.54,0.5,0.61,0.61,0.45,0.44,0.56,0.4,0.42
h_1,1.71,2.06,1.71,1.76,1.65,1.51,0.55,0.66,0.65,0.82,0.58,0.56,0.56,0.53,0.55,0.54
d_0,1.27,1.89,2.22,2.31,2.06,1.78,0.96,0.58,0.62,0.88,0.72,0.67,0.56,0.61,0.65,0.63
c_0,2.13,2.23,2.4,1.35,1.78,1.59,0.84,0.88,0.57,0.84,0.81,0.66,0.58,0.66,0.65,0.53
g_1,1.94,2.07,2.01,2.07,1.83,1.69,0.66,0.68,0.71,0.51,0.69,0.72,0.48,0.58,0.67,0.65
b_0,1.92,1.89,2.69,1.66,2.6,1.64,0.91,0.73,0.47,0.86,0.56,0.72,0.6,0.72,0.57,0.62
f_0,1.78,2.86,2.21,1.97,2.09,2.08,0.98,0.75,0.72,0.64,0.72,0.55,0.63,0.57,0.7,0.42
h_0,2.16,2.47,2.14,2.27,2.21,1.91,1.34,0.79,0.85,1.06,0.79,0.79,0.75,0.72,0.72,0.63
a_0,2.28,2.55,2.34,2.06,2.73,2.84,1.12,0.85,0.79,0.95,0.55,0.85,0.66,0.54,0.65,0.64
e_0,2.63,2.86,2.39,2.24,2.06,2.23,1.01,0.83,0.87,0.97,0.95,0.54,0.68,0.93,0.55,0.58
g_0,2.46,2.57,2.55,2.4,2.4,2.17,0.94,0.9,0.87,1.08,0.78,0.96,0.59,0.78,0.88,0.74
