,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,14416.96,3625.06,2667.98,4678.26,4038.71,24081.85,2385108.26,8685904.37,10408791.23,27390524.07,18765884.05,22590672.39,84653419.45,166540866.72,68053600.4,206800299.87
f_1,5303.42,14515.97,2986.42,3610.13,4009.86,27928.78,2020303.71,6425905.53,12011799.43,14493671.84,14887661.88,10816539.32,89676815.24,130033921.88,111274390.61,178867544.12
d_1,2579.49,3376.78,16655.15,2916.67,5414.51,27497.25,2434199.33,8272012.56,23119047.4,4986222.64,20983564.83,24560116.84,70509138.91,135184328.35,145826958.33,239724413.69
c_1,2730.73,2339.64,3487.05,18848.34,9882.08,26768.73,1988123.92,6127350.13,3118668.48,13522079.45,11387266.14,26352850.29,55818105.97,119464243.73,154709309.69,202517409.28
b_1,2768.5,3498.93,3453.27,3206.12,27243.66,52636.36,1969089.73,7022070.72,10776545.65,12494991.28,9144858.02,22475103.19,65733240.74,148628649.64,181827126.34,208050451.78
a_1,3008.11,2720.19,3863.59,4263.47,4515.59,228119.45,2420832.67,8742304.81,10134102.23,14131664.39,17115712.08,26393541.77,31756581.77,146014814.49,137127078.54,229694658.2
h_1,3045.83,4876.6,4580.78,5461.89,5975.04,30355.52,7009494.68,12352083.72,12948377.2,15413801.24,22508444.99,25135018.41,92543007.24,86413720.81,155578065.39,369932411.11
g_1,2889.64,2939.37,6365.19,5648.98,5462.21,23561.45,2902030.89,33517300.72,13451181.18,14903794.45,20859227.81,47584460.41,91893314.44,162752802.5,192911647.52,153419026.52
c_0,3752.96,4395.52,4864.93,2765.16,5425.69,26476.14,2684237.93,11340908.84,30248949.39,15037600.4,41865922.76,33883458.82,130494757.74,213243946.53,185976131.95,318273011.54
d_0,3982.68,4310.12,1940.7,8755.58,5782.1,34549.13,2770657.3,8468725.05,9701298.07,37085663.61,18604407.19,27937964.89,68918207.02,155068994.54,150373291.5,228458754.94
b_0,3089.68,4953.28,4440.21,4939.35,2524.22,24536.5,2582894.25,9672086.58,19193279.96,16007984.05,50669661.22,32727330.3,236133371.16,240040474.2,190796489.8,283927882.42
f_0,3178.21,2147.39,4929.37,5250.9,7144.56,33941.26,3035520.82,10180391.0,15014402.36,16227630.07,23452564.32,73999458.02,85098984.35,192145102.57,428755942.66,287206711.39
a_0,4085.25,3838.12,4282.34,6019.62,4886.39,17487.83,2652424.74,9755798.2,13311687.44,20783015.19,21258281.19,28424292.43,294112629.31,202508620.27,168450954.96,351000248.33
h_0,3801.76,5667.22,4710.78,4250.95,5556.23,25958.5,1672056.54,13407293.7,15162843.98,19326947.09,19175721.36,22372198.45,91346330.42,91890494.03,177663116.56,344367976.2
e_0,2039.19,3740.0,5221.69,4663.9,7597.89,37473.93,2575334.56,10604679.35,18894989.49,18101335.81,24275198.91,32890966.95,102307890.07,207083565.85,554444286.04,340038778.78
g_0,2782.06,3282.01,6668.06,4745.24,6202.31,30502.03,2440783.79,7135087.61,15254265.09,14996746.24,20417512.26,49447761.41,72227331.03,182972397.92,273243118.8,201815651.17
