,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.45,0.45,0.48,0.4,0.31,0.5,0.44,0.91,0.59,0.51,0.48,0.63,0.61,0.21,0.54
f_1,0.7,1.5,0.49,0.46,0.42,0.36,0.46,0.56,0.51,0.46,0.51,0.19,0.53,0.39,0.37,0.53
d_1,0.44,0.51,1.53,0.43,0.41,0.39,0.47,0.53,0.25,0.97,0.61,0.51,0.6,0.4,0.52,0.46
c_1,0.48,0.5,0.45,1.56,0.72,0.36,0.49,0.51,0.47,0.25,0.42,0.48,0.6,0.5,0.52,0.47
b_1,0.54,0.5,0.53,0.42,1.6,0.62,0.49,0.49,0.57,0.58,0.29,0.58,0.63,0.34,0.36,0.51
a_1,0.56,0.55,0.52,0.41,0.35,1.79,0.75,0.55,0.61,0.67,0.61,0.79,0.71,0.26,0.55,0.52
h_1,0.72,1.02,0.82,0.7,0.7,0.44,1.73,0.95,0.78,0.84,0.92,0.84,0.51,0.51,0.67,1.09
g_1,0.66,0.65,1.01,0.64,0.7,0.6,0.72,1.74,0.89,0.92,1.1,1.17,0.94,0.7,0.78,0.82
d_0,0.64,0.86,0.39,1.3,0.75,0.45,1.08,0.82,1.5,0.63,0.82,0.9,1.03,0.9,0.72,0.92
c_0,0.84,1.02,0.61,0.51,0.56,0.51,1.04,1.0,1.15,1.51,1.52,0.85,1.06,1.01,0.81,0.99
b_0,0.85,0.83,0.77,0.91,0.4,0.63,0.88,0.74,0.94,0.72,1.57,0.89,1.09,1.35,0.79,1.03
f_0,0.7,0.7,0.84,0.9,0.75,0.5,0.83,0.77,1.0,0.95,1.06,1.62,1.17,0.91,1.52,0.8
h_0,0.75,0.99,0.84,0.83,0.74,0.62,0.61,0.82,0.92,0.84,0.83,0.9,0.61,0.87,0.78,1.42
a_0,0.66,0.98,0.83,0.95,0.94,,1.24,0.83,0.95,0.79,0.89,0.87,0.98,1.68,0.86,0.8
e_0,0.6,0.92,0.87,0.92,0.88,0.61,1.0,0.88,1.17,1.05,0.98,0.89,1.08,0.63,1.73,1.19
g_0,0.71,0.68,1.33,0.93,0.69,0.71,0.89,0.5,0.83,0.83,0.81,1.52,0.88,0.84,0.8,0.7
