,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.66,0.12,0.07,0.09,0.06,0.07,0.39,0.23,0.49,0.45,0.43,,0.55,0.35,,0.68
e_1,0.08,5.72,0.07,0.09,0.07,0.07,0.22,0.26,0.66,0.37,0.43,0.47,0.64,0.37,,0.27
d_1,0.08,0.06,6.27,0.06,0.07,0.1,0.35,0.29,,0.91,0.3,0.42,0.6,0.31,0.49,0.48
c_1,0.08,0.09,0.06,6.31,0.17,0.11,0.36,0.22,0.45,,0.23,0.38,0.63,,0.35,0.55
b_1,0.11,0.08,0.07,0.06,7.36,0.14,0.26,0.36,0.27,0.39,,0.38,0.66,0.37,0.46,0.54
a_1,0.1,0.08,0.08,0.07,0.07,11.02,0.33,0.33,0.42,0.28,0.3,,0.63,,0.4,0.56
h_1,0.37,0.31,0.3,0.26,0.21,0.19,14.05,1.73,1.46,0.9,1.64,1.47,,1.58,1.91,3.38
g_1,0.24,0.21,0.49,0.29,0.29,0.33,0.88,17.14,1.09,1.56,1.19,1.94,2.82,1.14,1.85,
d_0,0.43,0.49,,0.67,0.34,0.35,1.71,1.34,11.78,1.93,2.03,2.24,1.96,1.5,1.47,2.96
c_0,0.39,0.36,0.5,,0.33,0.3,1.47,1.45,1.4,13.92,4.37,1.8,3.24,1.24,,2.18
b_0,0.37,0.36,0.36,0.36,,0.26,1.75,1.5,1.65,2.0,14.52,2.21,3.2,3.58,1.99,3.47
f_0,,0.25,0.5,0.38,0.45,,1.36,1.38,2.1,2.04,1.86,16.0,3.64,2.35,4.25,2.3
h_0,0.61,0.64,0.58,0.75,0.52,0.51,,2.74,3.51,2.29,2.79,2.85,,2.59,2.4,6.61
a_0,0.28,0.37,0.37,,0.54,,1.58,1.22,1.86,1.65,1.23,2.35,3.31,20.77,2.08,3.29
e_0,,,0.37,0.37,0.55,0.43,1.75,1.26,2.55,,1.99,1.78,3.04,3.12,21.96,
g_0,0.68,0.69,0.96,0.48,0.43,0.48,1.69,,2.2,2.43,3.33,3.06,4.29,4.46,,
