,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.89,0.33,0.2,0.17,0.14,0.07,0.14,0.15,0.12,0.15,0.13,0.05,0.17,0.1,0.12,0.06
e_1,0.23,0.89,0.16,0.2,0.14,0.1,0.15,0.32,0.13,0.15,0.18,0.16,0.16,0.09,0.15,0.06
d_1,0.25,0.19,0.89,0.12,0.15,0.09,0.16,0.05,0.13,0.32,0.17,0.14,0.16,0.13,0.13,0.1
c_1,0.19,0.18,0.18,0.89,0.3,0.09,0.15,0.13,0.12,0.05,0.11,0.16,0.14,0.11,0.12,0.08
b_1,0.19,0.18,0.16,0.2,0.88,0.22,0.16,0.18,0.12,0.14,0.06,0.13,0.12,0.07,0.13,0.08
a_1,0.22,0.2,0.19,0.19,0.12,0.87,0.23,0.18,0.14,0.14,0.19,0.12,0.19,0.05,0.11,0.1
h_1,0.32,0.23,0.26,0.23,0.16,0.1,0.55,0.16,0.21,0.15,0.18,0.14,0.1,0.09,0.21,0.11
d_0,0.22,0.2,0.09,0.44,0.21,0.14,0.23,0.43,0.12,0.14,0.18,0.18,0.17,0.09,0.18,0.16
g_1,0.21,0.23,0.38,0.17,0.18,0.08,0.18,0.18,0.55,0.22,0.17,0.27,0.21,0.14,0.07,0.11
c_0,0.27,0.26,0.24,0.15,0.15,0.14,0.2,0.19,0.16,0.42,0.38,0.22,0.23,0.13,0.18,0.12
b_0,0.26,0.26,0.28,0.24,0.1,0.1,0.21,0.2,0.15,0.21,0.41,0.16,0.24,0.25,0.16,0.13
f_0,0.13,0.18,0.28,0.28,0.21,0.13,0.22,0.23,0.17,0.21,0.23,0.42,0.22,0.16,0.15,0.29
h_0,0.35,0.24,0.28,0.21,0.19,0.11,0.11,0.2,0.21,0.19,0.21,0.16,0.11,0.12,0.21,0.11
a_0,0.21,0.28,0.26,0.24,0.21,0.07,0.23,0.18,0.15,0.17,0.2,0.19,0.2,0.36,0.23,0.09
g_0,0.23,0.19,0.37,0.25,0.17,0.11,0.21,0.19,0.09,0.17,0.21,0.27,0.17,0.13,0.11,0.12
e_0,0.24,0.12,0.22,0.29,0.23,0.13,0.2,0.23,0.16,0.2,0.26,0.21,0.28,0.11,0.2,0.36
