,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.38,1.59,1.51,2.06,1.75,1.51,3.35,5.21,3.56,3.17,3.96,4.15,4.92,3.95,4.83,3.52
f_1,2.25,2.42,1.59,1.72,1.58,1.48,3.05,3.68,3.2,3.13,3.49,2.88,3.98,3.95,4.26,2.8
d_1,1.72,1.73,2.58,1.41,1.42,1.75,3.33,3.01,5.55,3.4,4.17,3.98,4.73,4.07,4.36,4.14
c_1,1.44,1.73,1.76,2.67,2.65,1.6,3.07,3.1,2.81,2.9,2.7,3.46,4.36,3.69,4.39,4.06
b_1,1.57,1.73,1.75,1.35,2.85,2.97,3.15,3.49,3.74,3.17,3.18,3.58,4.47,2.73,4.68,3.57
a_1,1.76,1.89,1.68,1.84,1.4,3.32,3.47,3.53,3.25,3.48,3.66,3.54,4.69,3.06,4.95,3.86
h_1,1.66,2.03,1.73,1.78,1.79,1.69,4.22,3.76,3.19,3.77,3.49,3.65,4.56,3.35,5.86,4.06
d_0,1.46,1.71,1.53,2.65,1.94,1.68,3.33,4.4,2.9,3.04,3.63,4.12,4.67,3.56,4.49,4.34
c_0,1.77,1.93,1.52,1.71,1.43,1.83,3.86,4.17,4.54,3.57,5.81,4.39,5.29,5.13,4.86,4.24
g_1,1.68,1.5,2.2,1.83,1.61,1.61,3.2,3.69,3.97,5.08,3.96,5.52,4.45,4.22,3.94,4.71
b_0,1.68,1.89,1.71,1.89,1.6,1.44,3.66,3.39,3.36,3.66,4.77,4.04,5.13,6.53,4.58,4.21
f_0,1.36,1.73,1.81,1.89,1.99,2.04,3.52,3.74,3.8,3.16,3.84,4.99,5.41,3.92,4.0,6.92
h_0,1.68,2.11,1.81,1.8,1.64,1.61,2.85,3.6,3.5,3.73,4.05,3.45,3.95,4.09,5.45,3.65
a_0,1.76,1.75,1.8,1.73,1.98,1.5,3.89,4.12,3.49,3.43,3.2,3.8,4.8,5.56,4.24,3.94
g_0,1.31,1.66,2.23,1.72,1.93,1.7,2.94,3.24,4.01,3.05,3.95,5.4,4.63,4.52,4.54,5.38
e_0,1.49,2.07,1.61,1.78,2.04,1.81,3.51,3.63,3.53,3.17,3.54,3.51,5.42,3.7,4.02,5.84
