,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.35,1.07,1.59,1.85,3.11,16.06,33.32,32.59,27.69,36.06,46.46,64.82,97.09,94.4,102.49
e_1,0.74,1.0,1.03,1.66,1.75,2.8,17.74,29.2,36.78,26.85,37.77,52.35,70.29,91.01,100.15,98.31
d_1,0.9,0.96,1.0,1.17,1.6,2.78,15.98,21.86,24.39,33.94,36.09,42.59,61.66,82.29,86.69,73.54
c_1,0.62,0.61,0.87,1.0,1.61,2.31,11.24,19.48,14.99,19.16,22.8,32.22,47.99,57.16,61.38,64.35
b_1,0.54,0.56,0.64,0.63,1.0,2.43,10.02,15.52,15.36,18.18,21.09,26.52,40.7,42.16,52.22,54.23
a_1,0.34,0.35,0.37,0.43,0.41,1.0,6.19,10.67,9.81,10.18,12.71,14.87,23.15,34.11,29.23,32.36
h_1,0.06,0.06,0.06,0.09,0.1,0.15,1.0,1.83,1.76,1.51,2.24,2.75,4.19,4.97,5.95,6.37
g_1,0.03,0.03,0.04,0.05,0.06,0.09,0.52,1.0,1.0,0.97,1.26,1.97,2.07,3.06,3.23,3.58
d_0,0.03,0.03,0.04,0.07,0.07,0.1,0.57,1.0,1.0,0.79,1.19,1.56,2.54,3.14,3.26,3.38
c_0,0.04,0.04,0.03,0.05,0.06,0.1,0.64,1.0,1.3,1.0,1.7,1.56,2.53,3.37,3.29,3.27
b_0,0.03,0.03,0.03,0.04,0.05,0.08,0.46,0.79,0.85,0.6,1.0,1.26,1.91,3.31,2.39,2.57
f_0,0.02,0.02,0.02,0.03,0.04,0.07,0.36,0.49,0.62,0.64,0.75,0.99,1.53,1.78,2.71,1.84
h_0,0.01,0.01,0.02,0.02,0.02,0.04,0.24,0.48,0.4,0.39,0.52,0.62,1.0,1.32,1.15,1.55
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.22,0.34,0.35,0.29,0.32,0.55,0.72,1.0,1.13,0.99
e_0,0.01,0.01,0.01,0.02,0.02,0.03,0.18,0.31,0.31,0.31,0.41,0.39,0.89,0.88,1.0,1.01
g_0,0.01,0.01,0.01,0.02,0.02,0.03,0.16,0.28,0.29,0.3,0.39,0.54,0.65,1.03,0.96,1.0
