,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.49,0.1,0.15,0.09,0.06,0.07,0.27,0.26,0.42,0.41,0.28,,0.54,0.31,0.3,0.55
d_1,0.08,5.87,0.06,0.08,0.07,0.08,0.24,0.31,0.77,,0.46,0.35,0.65,0.36,0.37,0.49
e_1,0.09,0.06,5.99,0.07,0.07,0.07,0.27,0.26,0.34,0.74,0.4,0.34,0.53,0.39,,0.52
c_1,0.07,0.06,0.06,6.83,0.15,0.09,0.25,0.31,,0.44,0.39,0.42,0.52,0.29,0.37,0.75
b_1,0.06,0.08,0.07,0.06,7.69,0.17,0.35,0.16,0.37,0.38,,0.51,0.65,0.41,0.33,0.57
a_1,0.07,0.09,0.06,0.08,0.07,10.7,0.3,0.37,0.41,0.34,0.37,0.44,0.74,,,
h_1,0.42,0.28,0.25,0.33,0.25,0.18,14.67,1.66,1.32,1.41,1.46,1.1,,1.21,1.85,2.79
g_1,0.28,0.43,0.29,0.28,0.39,0.23,1.37,17.0,1.17,0.6,1.45,2.28,1.9,1.32,0.98,
c_0,0.41,0.42,0.34,,0.31,0.5,1.18,1.22,12.33,1.9,2.99,1.69,3.54,2.44,1.51,2.71
d_0,0.42,,0.43,0.73,0.33,0.34,1.65,0.98,1.5,13.23,1.78,1.67,3.47,1.5,2.33,2.48
b_0,0.39,0.37,0.52,0.32,,0.31,1.72,1.63,1.85,1.78,13.93,2.01,2.65,3.42,1.57,2.27
f_0,,0.36,0.3,0.43,0.3,0.29,1.91,1.81,2.12,1.59,1.59,14.88,3.45,2.3,4.23,3.18
h_0,0.82,0.47,0.5,0.52,0.7,0.5,,2.77,2.46,3.22,3.57,2.33,,2.38,3.12,5.77
a_0,0.45,0.31,0.54,0.31,0.3,,1.5,0.91,1.31,2.25,1.45,2.3,3.01,19.46,,3.27
e_0,0.33,0.46,,0.41,0.35,,1.85,1.61,1.23,1.82,1.79,2.24,2.58,,21.94,
g_0,0.43,0.97,0.25,0.4,0.8,,2.38,,3.82,2.27,2.99,5.16,4.62,2.62,,
