,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10167.76,3309.0,3109.7,6804.36,7747.45,41004.15,5576945.32,5740098.65,17908012.65,10871893.27,23613871.76,23109495.61,83865433.26,100767153.91,57868587.16,252951313.96
f_1,4491.53,10894.82,4075.8,4802.91,7261.15,52927.64,5109618.57,6917268.91,8477210.49,8839620.54,20320291.88,9661588.62,76304529.2,67195222.59,72596237.67,243787932.7
d_1,2516.1,3059.84,16256.45,4289.36,7852.45,64339.16,5054667.05,8395273.31,4489927.61,20693788.43,25144857.98,27156113.82,86225594.88,66459400.09,140354200.55,298900913.56
c_1,2287.11,2816.02,3615.61,23462.68,16697.57,47595.91,4841412.64,6642892.24,9769462.32,4140631.05,13624008.55,27393940.45,82086631.7,74956979.42,124154154.78,247841237.36
b_1,2592.61,2801.97,4235.34,5123.91,41542.27,100703.84,4811650.78,6367670.04,8856418.56,9965923.57,11937007.84,28022367.01,83781999.82,56333461.46,93624780.61,242855862.53
a_1,2648.81,3109.8,4465.35,4714.78,6701.43,420019.92,6609963.12,6972031.66,9784149.61,11703975.81,24480155.59,34577916.38,94863604.47,43237603.65,137015922.31,276772533.46
h_1,3003.42,4957.55,5315.64,5825.79,9231.13,59012.33,17217278.82,10634056.59,10274070.18,12112438.63,25188492.17,30434225.61,55504466.89,75861353.8,113592097.9,448389002.41
g_1,2490.83,2858.95,7874.96,6363.47,9784.31,56939.57,6323217.33,24171376.48,10894742.52,14261457.31,33092436.98,51096255.25,94196647.01,95586387.85,147846157.99,299350193.8
d_0,2937.79,3821.67,2266.27,12979.15,10200.58,50306.24,8219053.03,8633168.19,22695814.91,7182808.93,21773931.49,37379227.34,98063967.54,107191963.06,138392393.62,373753965.32
c_0,3321.48,4139.6,4797.59,5159.53,6392.69,56097.32,7602951.77,9836308.01,13400214.74,23714798.43,48883719.21,37084128.18,109231430.67,139721001.58,154762937.31,428519495.69
b_0,3460.63,3839.7,4774.37,6890.15,5421.95,56135.95,7687163.87,9249509.13,13006653.67,12357577.31,52788533.19,31624370.4,108437740.88,223919758.28,146087804.06,378365750.93
f_0,2408.95,2576.99,5303.15,7559.16,11517.93,57871.52,5760223.23,8896140.04,13191202.87,13028462.64,29464089.06,76692334.27,126991050.5,102574677.39,373101103.68,378440686.26
h_0,2839.86,4435.28,5248.2,6988.46,10104.58,62057.67,5165534.88,9557921.93,11653910.16,13062577.5,24002257.81,35301237.4,68195839.15,105466820.55,148488764.18,546362357.01
a_0,2765.31,4183.35,4846.24,7479.87,10660.23,32051.79,7665927.22,7978186.15,11170361.3,11931348.49,30140525.69,29493013.27,115664269.23,258991039.4,138840413.61,323537332.85
e_0,2011.57,3255.9,6043.38,7338.61,11754.31,61203.06,6532389.07,9807309.46,14473835.67,14819319.22,29129113.7,38532726.94,115689369.99,85100231.0,399847825.37,419815193.44
g_0,2494.36,2618.82,8284.98,6564.64,10045.22,62622.59,7534208.02,6905957.25,9114244.17,12782941.99,19272559.96,55969015.18,97070465.71,95139209.04,169793646.84,293542212.41
