,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.66,0.89,1.36,1.4,1.33,1.26,0.64,0.59,0.54,0.44,0.6,0.45,0.4,0.47,0.73,0.41
f_1,1.41,0.66,1.14,1.28,1.21,1.29,0.45,0.65,0.48,0.43,0.64,0.42,0.29,0.42,0.38,0.45
d_1,1.42,1.57,0.65,1.44,1.24,1.06,0.59,0.4,0.72,0.47,0.4,0.52,0.36,0.43,0.4,0.25
c_1,1.17,1.36,1.5,0.64,1.66,0.98,0.61,0.65,0.3,0.62,0.48,0.45,0.39,0.39,0.46,0.39
b_1,1.41,1.76,1.65,0.82,0.62,1.6,0.65,0.7,0.53,0.84,0.54,0.73,0.45,0.49,0.49,0.5
a_1,1.57,1.72,1.85,1.99,0.9,0.57,0.98,0.77,0.69,0.62,0.62,0.72,0.59,0.76,0.84,0.52
h_1,1.96,2.34,1.91,2.0,2.0,1.57,0.56,0.98,0.77,0.71,0.76,0.73,0.93,0.61,0.6,0.59
g_1,2.2,2.34,2.33,2.02,1.89,2.05,0.68,0.55,0.95,0.88,0.81,0.75,0.49,0.77,0.7,0.79
d_0,1.45,2.17,3.58,2.69,2.03,1.73,1.05,0.98,0.63,0.77,0.74,0.8,0.82,0.73,0.72,0.69
c_0,2.59,2.33,1.47,3.68,1.93,1.92,1.11,0.99,1.14,0.59,0.96,0.98,0.66,0.71,0.65,0.71
f_0,2.15,3.16,2.31,2.34,2.17,2.01,1.01,0.74,0.98,0.77,0.57,0.9,0.77,0.73,1.04,0.46
b_0,2.53,2.5,1.82,3.21,3.45,2.16,0.97,1.14,0.91,0.53,0.76,0.58,0.78,0.97,0.59,0.6
h_0,2.54,2.83,2.51,2.56,2.49,2.19,1.33,1.32,0.86,0.96,0.88,0.82,0.89,0.73,0.75,0.73
a_0,2.59,3.07,2.33,2.58,3.07,3.62,1.29,1.13,1.08,1.01,0.98,0.58,0.89,0.58,1.01,0.68
e_0,2.83,3.53,2.51,2.65,2.7,2.3,1.16,1.09,1.05,1.06,0.53,1.17,0.9,0.98,0.56,0.69
g_0,2.68,2.6,3.1,3.14,2.88,2.43,1.04,1.28,1.07,0.92,1.13,1.01,0.7,1.13,0.99,0.99
