,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,4.21,7.47,6.77,5.38,5.3,2.64,2.01,2.0,1.55,1.99,2.32,1.68,1.73,,1.97
f_1,6.26,0.67,4.35,6.51,7.05,6.42,1.77,2.36,2.35,1.89,2.64,,1.16,2.81,1.79,1.66
c_1,4.85,7.29,0.66,8.75,6.18,4.36,2.31,1.44,3.0,,1.95,2.37,1.75,2.27,1.73,1.52
d_1,5.56,5.3,6.19,0.65,5.83,6.56,2.48,,2.15,2.68,1.65,2.77,1.63,1.78,1.94,1.29
b_1,6.76,5.33,3.79,6.09,0.63,7.44,2.86,2.26,3.15,2.7,,1.93,1.91,2.08,3.07,2.01
a_1,8.37,6.71,7.8,8.45,3.87,0.58,2.71,3.2,3.04,2.02,3.97,2.49,2.99,,2.19,2.67
h_1,6.44,5.94,5.22,5.27,5.23,4.73,0.6,1.28,2.48,1.65,1.73,1.42,,2.44,1.34,2.22
d_0,3.66,4.59,5.39,,4.78,3.9,2.76,0.7,1.84,1.61,1.65,1.61,1.7,1.26,1.73,1.28
g_1,6.8,5.52,5.26,5.18,5.34,5.35,1.98,2.72,0.57,2.19,2.37,1.71,1.16,2.26,2.32,
c_0,5.89,5.36,,2.61,5.07,5.55,2.46,2.31,2.14,0.7,2.07,1.61,1.25,1.48,1.65,1.54
b_0,4.5,4.84,6.42,6.05,,3.81,2.27,1.67,1.95,1.48,0.68,2.4,1.32,2.16,1.89,1.11
f_0,4.76,,5.15,4.25,5.5,4.88,3.77,1.84,1.78,2.05,1.45,0.67,1.57,2.64,2.13,1.12
h_0,4.8,5.49,4.6,4.41,4.15,3.87,,1.41,2.5,1.8,2.13,1.6,,1.34,1.29,1.03
a_0,5.4,4.8,5.37,5.07,6.58,,2.53,3.68,2.62,1.9,1.55,1.56,2.07,0.64,,1.84
e_0,,8.73,5.98,7.06,5.05,5.29,2.39,2.27,2.23,2.66,1.89,1.3,1.84,,0.62,1.62
g_0,5.34,4.6,5.31,5.43,4.68,4.6,1.49,2.74,,1.85,1.91,1.94,1.2,1.36,1.51,
