,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.51,1.19,0.69,0.64,0.69,0.49,0.74,0.76,0.77,0.86,0.74,0.64,0.87,0.77,0.79,0.49
e_1,0.71,1.53,0.73,0.92,0.69,0.65,0.89,0.73,0.89,1.42,0.82,0.89,0.97,0.76,0.93,0.55
d_1,0.91,0.71,1.53,0.62,0.66,0.64,0.86,0.83,1.4,0.71,0.95,0.81,0.93,0.72,0.82,0.73
c_1,0.81,0.65,0.82,1.58,1.12,0.52,0.77,0.68,0.49,0.69,0.65,0.86,0.76,0.61,0.87,0.68
b_1,0.74,0.79,0.81,0.65,1.6,1.02,1.0,0.8,0.97,0.84,0.67,0.79,1.04,0.57,0.86,0.7
a_1,1.02,0.77,0.85,0.84,0.61,1.74,0.93,0.89,0.81,1.03,1.11,0.93,1.16,0.65,0.91,0.93
h_1,1.28,0.85,1.12,0.99,0.78,0.77,1.76,1.29,1.19,1.09,1.22,0.96,1.03,0.94,1.5,1.01
g_1,0.83,0.99,1.41,1.02,0.91,0.75,1.02,1.83,1.19,0.92,1.17,1.52,1.09,0.97,0.95,0.96
c_0,1.11,1.0,0.95,0.8,0.83,1.0,1.22,1.2,1.64,1.3,1.95,1.39,1.35,1.21,1.3,1.08
d_0,0.97,0.89,0.78,1.79,1.03,0.75,1.12,1.29,0.92,1.61,1.15,1.11,1.13,1.0,1.14,1.14
b_0,1.17,1.0,1.04,1.1,0.82,0.74,1.26,1.29,1.05,1.2,1.71,1.21,1.38,1.86,1.32,1.22
f_0,0.85,0.82,1.09,1.06,0.99,1.01,1.49,1.06,1.25,1.26,1.33,1.72,1.31,1.13,1.27,1.91
h_0,1.41,1.03,1.15,1.03,0.94,0.84,1.03,1.42,1.2,1.19,1.18,1.24,1.01,1.23,1.58,0.79
a_0,1.15,1.08,1.32,1.08,1.1,0.66,1.39,1.31,1.22,1.19,1.19,1.26,1.44,1.8,1.42,1.13
g_0,1.1,0.97,1.55,1.02,0.96,0.97,1.27,1.07,1.29,1.22,1.22,1.57,1.18,1.1,1.0,1.42
e_0,1.31,0.7,1.27,1.21,1.06,0.85,1.36,1.28,1.26,1.21,1.18,1.11,1.65,1.19,1.15,1.85
