,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
e_1,1.0,0.81,1.18,1.5,1.66,3.05,19.37,33.52,26.25,25.28,44.39,48.01,73.82,96.13,86.69,111.54
f_1,1.22,1.0,0.95,1.06,1.32,2.33,13.97,24.11,23.19,26.15,34.53,37.3,55.24,63.13,90.69,88.8
d_1,0.85,1.05,1.0,0.88,1.29,2.41,14.63,19.06,17.06,31.38,30.18,40.58,55.84,79.64,73.86,66.76
c_1,0.67,0.94,1.13,1.0,1.85,2.46,15.82,14.62,19.92,19.85,30.3,27.55,57.61,69.02,64.93,86.11
b_1,0.59,0.76,0.77,0.55,1.0,3.13,12.12,14.49,17.06,21.0,22.99,28.27,47.89,63.74,52.75,62.56
a_1,0.33,0.42,0.4,0.41,0.33,1.0,6.11,8.37,7.98,8.26,11.49,17.09,23.2,33.85,33.47,31.09
h_1,0.05,0.07,0.07,0.06,0.08,0.16,1.0,1.17,1.84,1.46,1.9,2.21,3.54,4.71,4.7,6.34
d_0,0.03,0.04,0.05,0.07,0.07,0.12,0.84,1.0,1.2,0.92,1.67,1.8,2.81,4.04,4.36,4.51
g_1,0.04,0.04,0.06,0.05,0.06,0.13,0.57,0.81,1.0,1.09,1.78,1.54,2.26,3.16,3.18,3.33
c_0,0.04,0.04,0.03,0.05,0.05,0.12,0.68,1.07,0.93,1.0,1.38,2.24,2.5,3.12,3.7,3.67
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.53,0.6,0.59,0.73,1.0,1.18,1.82,3.61,2.62,2.18
b_0,0.02,0.03,0.02,0.04,0.04,0.05,0.45,0.54,0.65,0.44,0.81,1.0,1.68,2.13,3.0,2.46
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.28,0.35,0.47,0.38,0.56,0.63,1.0,1.2,1.3,1.6
e_0,0.01,0.02,0.01,0.01,0.02,0.03,0.22,0.27,0.32,0.33,0.28,0.48,0.85,1.0,1.27,1.1
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.21,0.24,0.32,0.28,0.38,0.34,0.78,0.79,1.0,0.96
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.16,0.23,0.3,0.29,0.47,0.42,0.62,0.91,1.05,1.0
