,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,1.03,1.13,0.98,0.79,0.78,0.74,0.97,0.67,0.72,0.66,0.61,0.64,0.62,0.62
f_1,1.36,1.0,0.84,0.93,0.84,0.73,0.6,0.65,0.65,0.52,0.63,0.58,0.51,0.52,0.38,0.57
d_1,0.97,1.18,1.0,0.93,1.0,0.93,0.69,0.53,0.69,0.92,0.57,0.66,0.6,0.52,0.64,0.45
c_1,0.89,1.09,1.08,1.0,1.34,0.78,0.84,0.68,0.48,0.56,0.6,0.54,0.6,0.57,0.52,0.56
b_1,1.02,1.19,1.01,0.75,1.0,1.32,0.79,0.84,0.66,0.77,0.71,0.67,0.65,0.56,0.65,0.56
a_1,1.24,1.38,1.07,1.28,0.76,1.0,0.8,0.76,0.81,0.72,0.79,0.88,0.95,0.95,0.57,0.76
h_1,1.33,1.67,1.47,1.18,1.28,1.19,1.0,1.21,0.91,0.85,0.87,0.83,0.77,0.78,0.82,0.83
g_1,1.34,1.45,1.92,1.46,1.24,1.32,0.85,1.0,0.88,0.89,1.14,1.02,0.8,0.9,0.87,0.77
d_0,1.01,1.5,1.47,2.23,1.5,1.33,1.15,1.19,1.0,0.77,0.99,0.98,0.88,0.8,0.9,0.95
c_0,1.49,1.86,1.08,1.54,1.29,1.37,1.15,1.14,1.31,1.0,1.0,1.66,0.96,0.94,1.04,0.97
f_0,1.4,1.59,1.69,1.66,1.34,1.25,1.12,0.88,1.04,1.01,1.0,1.03,0.97,0.88,1.52,0.73
b_0,1.58,1.72,1.4,1.86,1.37,1.16,1.16,1.04,1.03,0.61,1.1,1.0,0.98,1.46,1.06,1.05
h_0,1.63,1.99,1.7,1.68,1.49,1.1,1.31,1.26,1.07,1.04,0.95,1.03,1.0,0.84,0.97,1.05
a_0,1.66,1.83,1.87,1.76,1.73,1.0,1.33,1.08,1.18,1.08,1.26,0.74,1.22,1.0,1.1,1.1
e_0,1.73,2.43,1.68,1.98,1.63,1.67,1.26,1.18,1.08,0.99,0.69,1.01,0.95,0.9,1.0,0.95
g_0,1.61,1.72,2.2,1.8,1.72,1.49,1.22,1.27,1.14,1.01,1.34,0.99,0.9,0.88,1.05,1.0
