,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.41,0.8,1.17,1.42,1.38,1.26,0.8,0.74,0.85,0.47,0.67,0.64,0.53,0.61,1.82,0.62
f_1,1.4,0.41,1.3,1.44,1.25,1.29,0.51,0.72,0.48,0.53,0.84,0.55,0.36,0.56,0.51,0.49
d_1,1.97,1.26,0.39,1.19,1.16,1.1,0.72,0.53,1.1,0.66,0.57,0.56,0.55,0.63,0.45,0.3
c_1,1.1,1.23,1.4,0.39,1.75,1.44,0.7,0.58,0.38,0.97,0.5,0.51,0.56,0.68,0.62,0.52
b_1,1.22,1.75,1.33,0.82,0.38,1.64,0.59,0.63,0.63,0.76,0.5,1.2,0.51,0.49,0.63,0.54
a_1,1.51,1.32,1.39,1.39,0.76,0.32,0.76,0.76,0.6,0.6,0.63,0.8,0.47,1.37,0.67,0.49
h_1,0.77,1.16,0.91,0.96,1.21,0.83,0.26,0.56,0.44,0.36,0.39,0.49,0.55,0.44,0.39,0.45
g_1,0.95,1.11,0.97,1.16,0.94,0.81,0.43,0.24,0.34,0.46,0.44,0.45,0.25,0.38,0.37,0.47
d_0,0.53,1.26,1.65,1.15,0.91,1.06,0.58,0.7,0.26,0.42,0.43,0.4,0.35,0.46,0.42,0.47
c_0,0.93,1.0,0.59,3.05,0.94,0.97,0.66,0.51,0.5,0.27,0.62,0.44,0.37,0.51,0.4,0.42
f_0,0.87,2.16,0.97,0.94,0.83,0.91,0.59,0.36,0.49,0.36,0.24,0.42,0.33,0.4,0.54,0.25
b_0,0.82,1.01,0.84,1.14,2.0,0.79,0.45,0.62,0.43,0.25,0.55,0.24,0.38,0.52,0.46,0.38
h_0,0.85,1.11,0.82,0.94,0.92,0.88,0.94,0.82,0.46,0.45,0.47,0.35,0.7,0.44,0.36,0.41
a_0,0.85,1.05,0.84,0.86,1.21,,0.61,0.55,0.48,0.39,0.44,0.25,0.36,0.2,0.39,0.52
e_0,1.33,1.08,1.02,0.88,0.92,0.79,0.49,0.53,0.48,0.49,0.27,0.42,0.44,0.42,0.2,0.33
g_0,0.86,1.12,1.08,0.86,0.87,0.97,0.37,1.07,0.43,0.43,0.42,0.43,0.32,0.32,0.42,0.52
