,f_1,d_1,e_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.01,0.08,0.11,0.1,0.11,0.12,0.18,0.22,0.26,0.21,0.27,,0.16,0.4,0.36,0.38
d_1,0.07,0.01,0.07,0.07,0.08,0.11,0.22,,0.15,0.26,0.17,0.2,0.21,0.27,0.28,0.21
e_1,0.04,0.1,0.01,0.07,0.09,0.13,0.13,0.22,0.22,0.15,0.2,0.21,0.24,0.25,,0.42
c_1,0.05,0.06,0.07,0.01,0.1,0.12,0.1,0.07,0.2,,0.14,0.19,0.18,0.24,0.22,0.2
b_1,0.04,0.04,0.04,0.03,0.01,0.07,0.12,0.09,0.09,0.11,,0.1,0.13,0.19,,0.15
a_1,0.02,0.02,0.01,0.01,0.01,,0.04,0.04,0.04,0.04,0.05,0.04,0.05,,,0.05
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
