,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.43,1.14,1.09,1.36,1.08,1.03,2.2,4.14,2.38,2.29,2.38,2.57,3.3,2.26,3.28,1.51
f_1,1.66,2.49,1.04,1.05,1.09,1.04,1.95,2.28,2.5,2.3,2.55,1.59,2.66,2.62,3.33,2.49
d_1,1.14,1.37,2.51,1.15,0.93,1.08,2.32,1.59,3.72,1.71,2.96,2.73,2.85,2.61,2.61,2.47
c_1,1.03,1.21,0.97,2.58,1.9,1.11,1.97,2.2,1.1,2.07,1.73,2.44,3.24,1.93,2.9,2.83
b_1,1.13,1.05,1.28,0.94,2.7,1.91,2.11,2.17,2.48,2.12,1.44,2.38,2.99,2.41,2.99,2.62
a_1,1.09,1.09,1.29,1.27,0.93,3.25,2.47,2.29,2.47,2.16,3.04,2.74,3.29,2.12,3.13,2.79
h_1,1.07,1.6,1.41,1.22,1.15,1.1,3.99,2.73,2.65,3.12,2.62,2.3,2.18,2.64,4.16,2.77
d_0,0.97,1.31,0.93,2.04,1.41,1.14,2.4,3.82,2.1,2.78,2.76,2.66,3.68,2.25,3.41,3.08
c_0,1.14,1.3,1.26,1.1,1.06,1.28,2.72,2.9,3.86,2.69,4.78,3.09,3.13,3.73,3.49,3.1
g_1,1.28,1.23,1.71,1.2,1.11,1.01,2.13,2.52,2.56,4.35,2.61,4.23,2.91,2.43,2.62,3.05
b_0,1.29,1.33,1.27,1.43,0.97,0.92,2.27,2.51,2.26,2.58,4.16,2.88,4.32,4.79,3.25,3.16
f_0,1.06,1.16,1.35,1.37,1.37,1.38,3.07,2.66,2.51,2.12,3.01,4.52,3.78,2.86,3.26,4.97
h_0,1.22,1.66,1.35,1.21,1.23,1.08,1.94,2.64,2.76,3.07,2.3,2.87,2.7,2.79,4.26,2.37
a_0,1.38,1.18,1.26,1.43,1.28,0.82,2.8,2.69,2.46,2.74,2.71,2.67,3.77,4.98,3.67,2.8
g_0,1.2,1.02,2.03,1.3,1.25,0.96,2.16,2.39,2.71,1.85,2.88,4.08,3.06,2.52,2.51,2.64
e_0,0.9,1.35,1.4,1.25,1.28,1.32,2.78,2.25,2.67,2.63,2.8,2.48,4.37,3.04,4.2,5.03
