,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.52,0.46,0.65,0.53,0.37,0.36,0.35,0.53,0.33,0.31,0.35,0.3,0.24,0.21,0.26
f_1,0.84,0.95,0.54,0.52,0.44,0.33,0.33,0.31,0.35,0.31,0.3,0.23,0.27,0.23,0.18,0.23
d_1,0.65,0.61,0.95,0.44,0.51,0.35,0.34,0.3,0.3,0.54,0.4,0.3,0.31,0.26,0.25,0.22
c_1,0.5,0.58,0.56,0.95,0.81,0.39,0.41,0.31,0.32,0.24,0.26,0.33,0.31,0.25,0.26,0.26
b_1,0.57,0.68,0.56,0.47,0.94,0.66,0.4,0.33,0.37,0.36,0.26,0.35,0.3,0.21,0.29,0.24
a_1,0.7,0.71,0.67,0.63,0.42,0.94,0.47,0.45,0.45,0.42,0.44,0.42,0.38,0.3,0.3,0.34
h_1,0.83,1.06,0.95,0.71,0.73,0.45,0.78,0.62,0.5,0.47,0.44,0.46,0.37,0.31,0.34,0.48
g_1,0.83,0.84,1.22,0.75,0.75,0.47,0.51,0.78,0.51,0.54,0.47,0.69,0.4,0.38,0.4,0.35
d_0,0.77,0.89,0.6,1.31,0.8,0.62,0.6,0.53,0.72,0.42,0.49,0.51,0.48,0.39,0.39,0.37
c_0,0.97,1.06,0.79,0.79,0.62,0.59,0.6,0.55,0.64,0.74,0.84,0.52,0.52,0.51,0.38,0.42
b_0,1.05,1.0,0.87,0.96,0.7,0.48,0.6,0.59,0.63,0.55,0.71,0.56,0.6,0.64,0.41,0.43
f_0,0.86,0.91,1.03,0.89,0.8,0.61,0.66,0.51,0.61,0.56,0.52,0.7,0.53,0.4,0.68,0.41
h_0,1.12,1.31,1.03,0.91,0.84,0.56,0.59,0.71,0.59,0.63,0.49,0.58,0.47,0.45,0.39,0.56
a_0,1.1,1.16,1.08,0.88,0.92,0.55,0.77,0.61,0.61,0.6,0.55,0.59,0.6,0.67,0.45,0.46
e_0,0.87,1.24,1.23,0.89,0.82,0.7,0.76,0.58,0.63,0.66,0.68,0.57,0.6,0.49,0.69,0.52
g_0,1.04,1.02,1.44,1.03,0.98,0.62,0.62,0.56,0.6,0.7,0.64,0.87,0.58,0.46,0.52,0.44
