,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.08,1.87,2.2,1.86,1.59,0.59,0.76,0.58,0.53,0.53,0.64,0.37,0.58,0.5,0.51
e_1,1.52,1.06,2.09,2.33,2.1,1.74,0.98,0.82,0.74,0.65,0.69,0.73,0.53,0.56,0.88,0.49
d_1,2.31,2.28,1.05,1.95,2.11,1.71,0.86,0.58,0.95,0.68,0.62,0.6,0.48,0.51,0.53,0.32
c_1,2.42,1.93,2.94,1.06,2.49,2.08,0.78,0.76,0.41,0.78,0.64,0.66,0.51,0.58,0.49,0.52
b_1,2.97,2.97,2.65,1.44,1.06,3.03,1.07,0.98,0.87,0.9,0.91,0.73,0.64,0.57,0.66,0.6
a_1,3.61,3.35,3.54,3.09,1.69,1.07,1.48,1.6,1.05,1.05,1.36,0.77,0.83,1.48,0.76,0.7
h_1,5.87,4.97,4.79,5.92,4.95,3.92,1.32,1.94,1.82,1.42,1.65,1.59,1.55,1.29,1.46,1.37
g_1,6.81,6.45,7.55,6.6,7.06,4.18,1.96,1.34,1.94,1.9,1.78,2.1,1.24,1.51,1.47,2.04
d_0,6.84,4.38,8.44,7.75,6.25,6.05,2.43,2.55,1.5,1.68,1.94,1.77,1.67,1.87,1.65,1.56
c_0,7.76,6.71,4.15,10.14,5.69,5.73,2.63,2.44,3.05,1.55,2.54,1.58,1.68,1.67,1.73,1.43
b_0,8.03,6.63,6.3,8.28,9.69,6.07,2.66,2.33,2.49,1.33,1.48,2.13,1.58,2.09,1.66,1.65
f_0,14.07,6.93,7.18,7.45,6.85,7.65,2.79,1.8,2.69,2.33,2.19,1.5,1.86,1.79,2.38,1.3
h_0,9.69,9.64,8.14,8.97,8.34,7.39,4.19,4.02,2.63,2.22,2.46,2.33,2.51,2.35,1.74,2.18
a_0,9.47,10.25,9.72,10.55,11.44,8.78,4.18,3.17,3.43,2.67,1.78,2.82,1.98,1.61,2.47,2.0
e_0,13.69,11.22,9.04,10.89,8.87,9.05,3.49,3.62,3.05,2.61,2.85,1.73,2.88,2.27,1.63,2.24
g_0,10.86,10.68,10.29,10.22,9.7,8.2,2.95,3.52,3.19,2.71,2.96,2.83,1.76,2.76,2.23,2.78
