,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.21,0.03,0.03,0.03,0.02,0.02,0.04,0.1,0.04,0.06,0.07,0.06,0.07,0.06,,0.06
f_1,0.05,2.26,0.02,0.03,0.03,0.02,0.05,0.07,0.05,0.06,0.06,,0.07,0.06,0.03,0.08
c_1,0.02,0.04,2.33,0.02,0.05,0.02,0.06,0.07,0.05,,0.04,0.06,0.08,0.05,0.05,0.07
d_1,0.02,0.03,0.02,2.34,0.03,0.02,0.05,,0.06,0.14,0.05,0.07,0.08,0.07,0.04,0.07
b_1,0.03,0.02,0.03,0.03,2.53,0.05,0.05,0.06,0.05,0.05,,0.06,0.09,0.04,0.05,0.07
a_1,0.03,0.02,0.04,0.02,0.03,3.02,0.06,0.07,0.05,0.05,0.07,0.06,0.08,,0.06,0.06
h_1,0.09,0.17,0.12,0.11,0.09,0.1,2.78,0.19,0.23,0.2,0.22,0.11,,0.16,0.23,0.37
d_0,0.18,0.13,0.25,,0.14,0.09,0.42,2.06,0.16,0.22,0.36,0.32,0.46,0.13,0.22,0.2
g_1,0.14,0.12,0.08,0.14,0.08,0.08,0.18,0.24,3.06,0.22,0.24,0.32,0.23,0.16,0.2,
c_0,0.21,0.17,,0.14,0.1,0.15,0.3,0.32,0.21,2.07,0.39,0.27,0.37,0.31,0.18,0.32
b_0,0.17,0.11,0.15,0.19,,0.06,0.29,0.36,0.2,0.28,2.19,0.37,0.28,0.35,0.28,0.36
f_0,0.13,,0.12,0.11,0.16,0.12,0.3,0.36,0.33,0.34,0.22,2.2,0.4,0.32,0.46,0.35
h_0,0.21,0.34,0.2,0.23,0.19,0.1,,0.38,0.5,0.53,0.45,0.4,,0.29,0.35,0.75
a_0,0.19,0.1,0.13,0.19,0.13,,0.17,0.37,0.18,0.4,0.25,0.19,0.45,2.44,,0.47
e_0,,0.14,0.18,0.14,0.08,0.13,0.42,0.29,0.19,0.29,0.28,0.28,0.5,,2.59,0.42
g_0,0.16,0.22,0.23,0.29,0.16,0.11,0.25,0.42,,0.38,0.62,0.61,0.88,0.34,0.39,
