,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.89,2.44,1.81,2.83,2.18,1.78,8.81,7.2,17.06,9.88,11.91,9.19,15.17,13.18,7.15,15.27
f_1,3.6,5.94,2.16,2.13,1.95,2.14,8.02,7.67,9.59,8.96,10.01,5.67,14.51,9.3,7.22,14.35
d_1,2.09,2.39,6.49,1.72,2.1,2.54,8.01,9.77,5.99,19.2,12.89,10.89,15.85,10.11,13.34,17.0
c_1,1.8,2.14,2.17,6.92,4.43,2.08,7.38,7.67,9.9,5.09,6.38,10.92,16.54,9.14,10.85,14.68
b_1,2.04,2.4,2.38,2.13,7.69,4.63,7.66,6.97,9.19,9.86,7.47,10.12,15.76,8.76,10.3,14.42
a_1,2.31,2.51,2.5,2.1,1.67,12.07,9.1,8.71,10.09,10.98,11.85,11.63,17.94,7.25,13.29,14.7
h_1,2.34,3.26,2.72,2.3,2.32,2.27,18.91,10.57,9.16,10.65,10.65,11.31,11.85,9.9,10.23,22.37
g_1,1.87,2.1,3.76,2.52,2.32,2.27,8.38,20.22,9.44,11.96,14.31,17.28,15.14,11.92,13.79,16.81
d_0,2.27,2.59,1.5,4.71,2.72,1.95,10.11,9.2,17.74,5.95,9.32,12.36,17.24,12.26,12.12,17.5
c_0,2.53,2.83,2.65,2.23,1.73,2.22,9.51,10.05,11.7,18.11,22.65,13.09,18.78,16.83,13.07,20.3
b_0,2.54,2.75,2.5,2.72,1.78,1.91,10.44,10.04,11.51,10.45,20.69,12.23,18.48,25.93,12.26,19.0
f_0,1.99,1.96,2.75,3.11,2.88,2.3,7.75,9.38,12.36,10.71,12.54,23.26,20.78,12.15,29.02,18.1
h_0,2.2,3.23,2.81,2.65,2.32,2.28,7.03,11.47,10.13,10.77,10.96,11.45,13.85,12.44,12.06,25.77
a_0,2.24,3.12,2.48,2.81,2.42,1.34,10.5,9.2,10.29,11.31,12.52,10.89,19.22,27.75,11.63,17.0
e_0,1.77,2.12,2.85,2.81,2.89,2.6,9.24,9.43,11.85,12.34,13.23,12.8,20.7,10.89,28.32,21.7
g_0,1.94,2.03,3.88,2.5,2.55,2.31,9.14,7.96,8.49,11.45,9.19,19.01,16.87,10.88,15.58,15.22
