,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.57,1.33,1.46,1.37,1.08,0.43,0.55,0.39,0.4,0.38,0.43,0.25,0.31,0.29,0.32
e_1,1.15,1.04,1.43,1.6,1.52,1.26,0.56,0.54,0.4,0.53,0.43,0.46,0.32,0.4,0.46,0.34
d_1,1.78,1.85,1.04,1.54,1.52,1.21,0.62,0.42,0.51,0.6,0.45,0.42,0.35,0.41,0.36,0.24
c_1,1.74,1.43,1.92,1.05,1.7,1.51,0.61,0.65,0.55,0.33,0.47,0.5,0.41,0.42,0.44,0.34
b_1,1.97,1.75,1.98,1.24,1.05,1.94,0.77,0.69,0.7,0.52,0.74,0.57,0.43,0.43,0.54,0.39
a_1,2.96,2.77,2.57,2.13,1.48,1.06,1.03,0.93,0.86,0.82,0.85,0.65,0.6,0.83,0.77,0.63
h_1,5.08,4.89,4.26,4.54,3.98,3.13,1.24,1.83,1.28,1.31,1.22,1.16,1.35,1.09,1.09,1.03
g_1,5.6,6.11,5.09,4.72,4.6,3.74,1.54,1.24,1.68,1.61,1.52,1.65,1.04,1.46,1.24,1.17
c_0,6.28,6.22,3.73,5.99,4.94,3.95,1.93,1.62,1.33,2.12,1.84,1.58,1.36,1.47,1.54,1.06
d_0,5.6,3.93,5.51,6.78,5.48,4.33,2.17,2.53,1.52,1.38,1.67,1.45,1.4,1.41,1.3,1.12
b_0,6.83,6.45,5.17,6.26,5.41,4.05,2.16,1.7,1.12,1.71,1.34,1.51,1.38,1.72,1.42,1.15
f_0,7.52,6.63,6.07,6.52,6.18,5.21,2.44,1.64,1.8,2.33,2.03,1.34,1.62,1.94,1.86,1.07
h_0,8.74,7.27,7.11,6.75,6.53,5.83,2.54,2.63,1.96,2.01,2.11,1.92,1.75,1.72,1.85,1.52
a_0,8.77,7.41,6.95,8.59,9.15,6.71,2.77,2.42,1.9,2.27,1.52,2.3,1.78,1.5,1.64,1.36
e_0,11.57,9.09,8.83,7.34,8.4,5.67,2.9,2.71,2.4,2.66,2.39,1.35,1.97,2.83,1.43,1.45
g_0,9.07,8.48,9.46,9.57,8.66,6.92,2.91,3.14,2.57,2.68,2.5,2.56,1.8,2.18,2.52,1.95
