,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,102.36,46.98,54.75,123.15,129.19,370.81,6494.6,11204.63,18091.93,35340.66,33230.72,49763.12,82508.26,117073.48,104144.54,208042.53
f_1,73.34,104.0,56.42,104.09,132.09,355.37,5605.05,9502.06,17056.66,20215.99,28804.38,25679.2,70986.59,93581.92,84547.1,198555.72
d_1,49.88,56.44,112.91,75.99,131.56,381.22,6642.22,10019.64,30111.25,13623.28,32542.15,42277.08,71510.38,109627.5,136440.3,205766.81
c_1,39.07,40.79,51.42,175.73,176.28,305.43,4961.85,7559.36,7587.05,14523.54,23069.32,31963.82,57665.49,78271.82,101168.82,183847.13
b_1,38.62,39.13,44.35,57.38,222.66,512.03,5069.9,7941.67,13826.09,14774.5,11742.96,30420.57,40138.41,87184.0,97780.95,153183.93
a_1,27.24,29.13,28.91,55.64,54.74,545.79,3684.15,6029.98,12335.2,11791.89,16221.04,23791.03,32623.48,69418.48,61994.31,128161.36
h_1,12.56,20.01,15.98,28.24,28.66,103.71,2685.46,3944.13,5516.27,5319.86,7677.7,11748.3,21456.3,23171.36,35154.81,65816.37
g_1,11.8,11.32,17.58,25.28,25.54,80.66,1291.43,4023.78,4628.75,5360.92,6611.5,13826.22,15143.05,25261.25,35712.22,42500.41
c_0,10.12,12.37,11.03,19.58,23.92,60.58,1327.71,2249.54,5502.22,4615.56,9843.71,10089.16,15984.25,24785.78,30003.97,46576.44
d_0,8.8,9.43,8.47,35.87,25.81,60.98,1241.89,2113.64,2924.51,5810.98,5717.59,8507.63,14292.08,23002.67,27521.82,46777.17
b_0,8.55,9.97,10.83,18.82,17.94,48.4,1334.19,2044.29,2799.42,3544.5,7460.41,6967.49,25852.36,23395.4,25088.64,42884.02
f_0,6.63,8.01,9.65,15.75,20.31,58.78,1088.23,1538.71,3175.44,3577.81,5874.62,9545.09,13309.31,20583.18,44050.45,36629.67
a_0,6.4,7.57,7.92,12.87,19.14,38.69,879.15,1467.25,2763.9,2447.82,3153.32,5900.14,15066.62,16378.92,19259.9,23144.78
h_0,5.49,8.66,7.71,12.47,15.19,35.15,670.58,1481.54,2279.11,2492.2,3218.07,4491.61,9076.87,10576.4,16753.17,29815.71
e_0,3.88,8.39,5.89,10.69,15.29,50.78,777.39,1017.26,2112.71,2153.96,3250.04,3232.26,7890.05,13788.07,24264.64,28285.9
g_0,4.27,4.97,7.78,9.2,13.42,27.83,613.4,906.82,2035.04,1648.61,2983.49,5663.99,9295.55,10757.35,11334.72,17549.98
