,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,1.22,0.93,1.1,0.83,1.05,1.45,1.04,1.0,0.99,1.19,1.12,1.07,1.19,1.06
f_1,1.29,1.0,0.99,0.98,0.9,0.88,0.82,1.03,0.94,0.87,0.94,0.91,0.8,0.87,0.76,1.02
c_1,0.84,1.01,1.0,1.07,1.34,1.13,1.03,0.67,0.98,0.84,0.81,0.93,0.99,0.91,0.94,1.02
d_1,1.05,1.04,0.91,1.0,0.98,0.91,1.03,0.94,0.87,1.29,1.09,0.97,0.95,1.12,1.0,0.84
b_1,0.89,1.14,0.75,1.01,1.0,1.47,1.0,0.97,1.06,1.21,1.17,0.99,1.13,0.92,0.99,1.08
a_1,1.23,1.11,0.9,1.09,0.7,1.0,1.19,1.07,1.14,0.98,1.19,1.01,1.07,0.96,1.01,1.06
h_1,0.97,1.25,0.96,0.96,0.96,0.86,1.0,0.97,1.27,0.84,0.95,0.97,1.06,1.08,0.92,1.07
d_0,0.68,0.94,1.55,1.03,1.06,0.92,1.05,1.0,1.12,0.8,0.98,1.01,0.98,0.97,1.07,1.12
g_1,0.95,1.02,1.07,1.14,0.94,0.91,0.82,0.87,1.0,0.98,0.97,1.11,0.95,0.96,1.13,0.94
c_0,0.99,1.09,1.2,0.8,0.84,0.98,1.23,1.27,1.02,1.0,1.42,1.11,1.08,1.09,1.14,1.04
b_0,0.97,1.07,1.28,0.91,0.84,0.85,1.04,1.05,1.14,0.73,1.0,1.03,1.05,1.28,1.09,0.99
f_0,0.81,1.19,1.11,1.03,0.98,0.93,1.03,0.96,0.9,0.93,0.96,1.0,1.12,1.13,1.29,0.83
h_0,0.91,1.19,1.01,1.02,0.89,0.89,0.95,1.03,1.05,0.92,0.94,0.93,1.0,0.91,0.96,1.18
a_0,0.92,1.19,1.11,0.9,1.09,0.97,0.94,1.04,1.09,0.95,0.76,0.93,1.13,1.0,1.02,1.01
e_0,0.88,1.34,1.02,1.01,0.95,0.96,1.12,0.93,0.92,0.85,0.94,0.72,1.12,0.93,1.0,0.93
g_0,0.91,1.0,0.94,1.22,0.91,0.93,0.94,0.9,1.07,1.01,1.05,1.19,0.86,0.92,1.08,1.0
