,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.06,1.35,2.21,2.62,2.36,2.18,0.92,0.8,1.0,0.73,0.62,0.77,0.49,0.65,0.57,0.98
f_1,2.69,1.06,2.06,2.28,2.29,1.8,0.64,0.71,0.78,0.57,0.6,0.94,0.42,0.52,0.54,0.44
d_1,2.77,2.54,1.06,2.27,2.07,1.93,0.9,1.41,0.57,0.81,0.86,0.6,0.57,0.58,0.35,0.49
c_1,2.07,2.55,2.78,1.06,2.74,1.86,0.97,0.45,0.84,0.79,0.58,0.57,0.48,0.63,0.53,0.57
b_1,2.5,3.0,2.71,1.67,1.06,2.55,1.1,0.87,0.98,0.85,1.06,0.79,0.59,0.74,0.58,0.87
a_1,3.19,4.71,3.55,3.65,2.0,1.07,1.36,1.13,1.73,0.99,1.56,1.11,0.99,2.15,0.78,0.9
h_1,5.67,7.77,5.54,5.74,5.97,5.1,1.34,2.03,2.44,1.85,1.42,1.59,1.86,1.45,1.88,1.72
d_0,4.76,6.64,8.65,8.05,6.74,5.72,2.35,1.52,2.52,1.77,2.05,2.06,1.75,1.68,1.67,1.74
g_1,6.78,8.0,8.4,7.48,7.35,6.17,2.16,2.4,1.34,2.03,1.99,2.21,1.37,1.79,2.22,2.13
c_0,7.09,7.93,4.92,13.03,7.54,6.17,2.81,2.95,2.89,1.57,2.99,2.34,1.95,2.13,1.63,1.96
b_0,8.14,8.84,6.92,10.29,11.38,5.95,3.73,2.35,2.77,1.39,1.51,2.46,1.95,2.43,1.72,1.75
f_0,8.01,13.69,7.88,9.97,7.1,6.75,3.25,2.83,1.93,2.55,2.13,1.54,1.84,1.88,1.37,2.45
h_0,9.8,11.12,9.36,9.31,10.25,8.19,5.03,2.81,3.57,2.57,2.31,2.47,3.01,2.08,2.34,2.29
a_0,9.4,11.53,10.46,12.42,12.93,11.8,3.85,3.76,3.5,2.95,1.73,2.71,2.61,1.59,3.01,2.58
g_0,11.45,12.12,11.75,10.83,12.17,9.66,2.67,3.66,5.15,3.44,3.28,3.05,2.25,2.47,2.69,3.2
e_0,15.08,20.57,11.31,10.47,9.93,8.63,4.11,3.44,4.07,3.29,3.72,1.74,2.4,2.79,2.28,1.63
