,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,9.56,7.97,8.52,7.26,7.39,2.57,2.39,3.62,3.04,2.22,,1.51,2.06,3.27,1.9
e_1,6.13,1.07,8.84,8.43,7.78,8.43,3.65,3.18,3.39,3.43,2.59,2.58,1.8,2.45,,2.24
c_1,11.07,11.49,1.07,8.86,11.26,8.08,3.47,2.0,2.96,,2.99,2.98,2.41,2.33,1.8,1.89
d_1,11.69,11.43,10.4,1.07,9.52,8.25,3.16,,2.84,2.72,2.79,2.53,2.27,3.8,2.03,1.78
b_1,10.03,13.48,7.48,10.73,1.08,10.76,5.1,3.42,4.02,2.97,,2.7,2.67,2.61,2.02,2.48
a_1,14.37,18.14,14.06,14.42,8.72,1.07,6.18,4.84,,5.1,4.32,3.98,2.57,,,
h_1,14.6,13.71,14.22,15.16,10.37,10.63,1.41,4.69,4.61,4.03,3.69,3.27,,4.46,3.71,2.29
d_0,16.55,8.88,16.75,,14.99,11.88,5.02,1.74,5.55,3.46,4.25,4.72,3.81,3.26,3.9,3.34
g_1,17.34,15.17,19.65,18.23,15.41,,5.59,5.29,1.41,6.28,6.78,5.91,2.82,4.41,4.34,
c_0,14.26,12.1,,11.33,21.71,11.33,5.38,4.77,4.8,1.72,5.32,5.79,3.91,3.17,3.44,3.22
b_0,18.67,22.42,14.65,15.8,,15.93,5.06,4.74,4.68,2.78,1.76,4.71,3.08,,4.24,3.78
f_0,,17.32,15.26,21.39,17.6,14.5,7.96,5.02,3.48,6.12,5.59,1.75,4.87,6.97,5.3,2.47
h_0,19.3,19.94,15.15,13.97,13.89,18.13,,3.58,7.32,4.4,4.7,3.85,,3.68,3.68,4.92
a_0,24.6,23.6,27.47,18.07,29.08,,7.41,7.18,6.79,6.72,,4.1,4.64,1.68,,6.03
e_0,25.03,,27.54,34.3,31.7,,7.63,6.53,9.13,7.01,6.45,2.92,5.74,,1.74,
g_0,18.89,18.17,18.17,17.95,15.88,,7.98,5.93,,5.61,4.92,9.2,3.03,4.42,,
