,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,10640.66,7419.14,5530.86,6339.42,9061.27,48041.05,6812516.76,10850031.89,14252251.5,19996971.55,37756844.56,38334935.34,136925880.51,149596085.13,107441746.13,357555580.13
e_1,4285.97,11947.32,7661.81,5174.37,11428.45,60257.66,6147923.11,17993183.47,16185550.46,21520342.65,35714736.33,52229675.88,123502197.0,152878075.02,129021981.25,369025073.25
c_1,3577.69,3706.7,18190.81,5949.77,20497.97,63971.17,6402252.69,10181161.05,15692408.84,10581075.75,23429585.12,51506006.2,130254119.38,177491191.29,181616773.61,333807799.11
d_1,4596.78,3791.2,5050.61,21321.73,9372.88,55058.2,6101914.98,7833801.19,18519576.4,42672428.08,48047385.76,50963915.3,145726658.75,179289049.05,185956133.81,375091293.53
b_1,4025.54,3948.33,6229.94,6153.99,36423.95,119168.85,6395340.67,10262768.75,16103353.14,18781420.07,20521285.13,60251171.82,132008328.28,133920052.28,170602813.52,330245888.6
a_1,4007.21,4495.9,6605.16,8196.56,9477.6,296651.0,6510755.52,10570750.9,21372670.01,22113503.81,32739378.3,58293028.86,146964252.45,93474581.54,169749863.62,304738207.77
h_1,6031.83,4757.57,6723.59,8132.54,9272.43,48697.04,14376433.4,10029879.7,22278546.71,23286439.04,38360022.61,52939147.57,113363045.95,175238790.53,177414459.43,536172722.96
d_0,4502.11,4442.03,11934.93,5135.02,12200.65,65742.82,7038380.56,17929959.21,18259618.31,17736855.99,41709457.66,50439961.15,125122800.06,173988254.6,201019303.61,391602380.01
g_1,3705.08,3956.23,7407.97,12215.28,10449.88,57675.18,6313756.84,9686320.91,45978196.18,25090297.25,39944700.24,97127850.29,131016081.21,160739937.6,233165618.42,310056811.11
c_0,4757.07,4524.72,5950.58,8859.69,8480.93,63437.95,7165224.09,12899659.3,21800345.58,42891949.94,80671705.85,59443744.54,180445723.81,247839038.4,201289490.85,437535653.14
b_0,4869.44,5162.48,7453.96,8240.44,7025.69,41325.83,7930188.82,12445173.55,23235647.84,28055111.91,82750203.9,69393265.86,168034453.43,398386149.68,180285370.06,452210762.0
f_0,3517.57,4082.69,8107.95,9838.82,11439.36,60450.76,7138555.53,11817127.29,20164610.46,23499628.39,41533947.57,116177842.17,179104315.9,185868640.71,424740755.34,457225376.39
h_0,5790.69,4702.75,6328.74,8878.88,12101.12,58933.65,5588611.17,9767915.36,23635278.14,24074319.0,34292877.29,57879159.14,106012862.11,183217361.3,195849234.34,551666574.86
a_0,4566.51,4928.8,7584.73,8635.1,11423.52,43981.73,8003556.94,11059791.22,20582472.44,22501786.42,44733125.28,72918139.37,150659137.77,383773578.51,253345333.47,409082177.76
e_0,4302.4,2845.88,7493.93,9683.96,12235.34,65692.26,7517740.61,11685997.29,19078270.35,23953058.99,46650884.92,64565529.31,178321742.56,196059871.66,454083864.47,496959555.42
g_0,4466.45,3886.83,7151.79,12400.73,11376.37,66515.3,6592161.39,8973009.14,14295871.94,22008751.59,41967145.4,84295704.44,163104981.56,213209744.81,211006914.55,340717418.96
