,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,3.78,3.27,3.15,2.79,2.45,0.96,1.11,0.9,0.81,0.91,1.55,0.52,0.9,0.66,0.95
e_1,2.1,1.07,3.6,3.73,3.12,3.12,1.21,1.43,1.21,0.89,1.08,0.97,0.79,0.83,1.82,0.64
d_1,3.62,3.53,1.06,3.19,3.65,2.83,1.3,0.97,2.03,1.13,0.96,1.02,0.76,0.94,0.96,0.46
c_1,3.65,3.19,4.67,1.07,3.88,2.48,1.64,1.35,0.69,2.16,1.08,1.06,0.79,0.79,0.96,0.81
b_1,4.82,3.87,3.54,2.43,1.07,5.43,1.61,1.38,1.17,1.43,2.77,1.0,0.92,0.97,1.04,0.72
a_1,5.86,5.74,6.62,6.61,2.66,1.07,1.69,1.75,1.6,1.92,1.56,1.35,1.82,5.26,1.26,1.01
h_1,8.05,7.8,6.93,6.22,7.54,6.55,1.37,2.64,2.75,2.19,1.85,2.01,3.15,1.7,1.61,1.76
g_1,12.56,8.84,7.47,8.64,8.04,8.02,2.97,1.38,2.56,2.58,2.61,2.89,1.67,2.51,1.7,2.91
d_0,9.49,5.42,17.16,9.77,10.21,6.55,3.26,3.66,1.69,2.92,2.73,2.5,2.28,2.51,1.96,2.27
c_0,10.76,9.27,5.47,18.89,8.81,6.37,3.55,3.29,2.93,1.59,2.65,2.28,2.13,2.48,1.94,1.91
b_0,9.71,8.94,9.05,10.5,14.76,7.09,3.87,3.39,2.45,1.81,1.61,2.59,2.1,3.02,2.27,1.99
f_0,24.73,10.46,8.28,11.01,9.74,8.81,4.39,2.71,3.16,3.28,3.23,1.6,2.71,2.31,2.43,1.71
h_0,15.24,11.9,11.1,12.62,14.82,7.99,6.48,3.89,3.03,4.13,3.37,2.72,3.93,2.96,3.14,3.42
a_0,13.28,12.68,12.14,12.5,14.15,,5.6,4.31,3.37,3.25,1.95,4.29,2.77,1.69,3.19,3.05
e_0,16.57,23.24,12.41,13.23,14.17,13.5,6.33,6.45,4.45,4.84,3.89,3.1,2.54,3.55,1.69,3.2
g_0,14.44,17.95,16.01,15.7,16.78,17.33,4.56,,4.32,4.22,4.52,4.31,2.5,3.89,3.92,5.09
