,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,111.74,34.96,67.56,47.43,67.93,170.2,6314.13,8375.71,10177.0,10928.62,17064.57,8606.95,42514.61,37075.52,39343.17,104246.65
d_1,37.98,112.19,38.98,37.29,61.61,216.85,9305.94,8778.0,18609.48,7726.34,19472.08,21851.63,49132.01,42290.04,53697.58,75004.76
e_1,31.03,29.77,128.82,49.44,59.26,192.51,6980.91,8977.33,10579.74,18999.56,15249.51,22190.45,50841.14,40246.08,33643.43,98376.99
c_1,34.85,35.81,33.03,144.54,101.76,143.36,6442.64,7880.63,3872.31,8465.75,13123.82,17364.96,45084.63,31752.65,37991.31,89099.0
b_1,27.49,30.17,34.46,33.0,186.73,290.72,5400.61,6946.58,8117.17,9614.04,6803.23,13662.52,39745.95,35876.29,45531.55,104481.67
a_1,19.62,19.14,17.21,31.74,33.36,495.1,4833.07,5610.46,7022.07,4910.15,8923.7,12367.88,34217.59,11663.87,30616.94,56366.19
h_1,12.76,8.81,11.25,16.43,14.05,51.0,4221.5,3152.5,3201.49,3004.23,5371.56,6070.79,8259.08,11896.1,13906.04,39583.21
g_1,8.14,12.41,9.2,11.93,16.6,52.37,1365.71,5290.67,2640.95,2990.62,4486.31,7071.64,9241.57,8664.75,13839.39,17674.0
c_0,10.0,9.53,10.51,9.84,12.94,48.79,1852.1,2763.2,4889.41,3307.66,6770.2,5988.67,13412.77,10434.52,12602.04,26982.97
d_0,8.72,4.79,9.38,20.69,13.06,59.89,1956.91,2448.11,2370.24,4943.6,5165.43,4796.95,9929.19,11439.99,12292.03,23550.65
b_0,9.24,8.62,10.09,11.68,5.49,43.53,1523.0,2317.51,2219.04,2419.94,6592.22,3226.43,12018.43,16153.25,10074.22,21732.93
f_0,5.21,7.69,7.35,13.34,12.11,42.49,1232.82,1943.22,2134.29,3012.44,4465.76,7224.06,12098.75,9504.55,23059.43,21079.7
h_0,7.57,6.4,6.66,7.22,10.02,31.59,552.62,2190.81,1911.53,2009.32,2728.87,2854.53,4955.93,6308.72,8486.18,22281.01
a_0,6.04,5.7,7.13,10.59,8.47,,1064.43,1715.82,2195.02,1981.65,2175.07,3091.04,8927.1,13988.47,7814.91,15684.68
e_0,6.71,5.8,3.88,6.7,8.24,34.48,1273.59,1728.92,2082.57,2147.48,3096.38,1952.85,8345.93,7737.23,16144.93,13923.37
g_0,4.33,6.48,4.68,6.92,7.17,24.45,749.76,817.7,1461.16,1370.4,2097.5,3527.94,5258.25,4742.07,8050.15,
