,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.06,0.98,0.89,0.81,0.65,0.47,0.33,0.61,0.52,0.44,0.35,0.39,0.33,0.37,0.31
f_1,0.94,1.0,1.27,1.07,0.88,0.72,0.42,0.47,0.35,0.37,0.37,0.34,0.28,0.32,0.22,0.32
e_1,1.02,0.79,1.0,1.13,0.91,0.7,0.62,0.43,0.47,0.64,0.53,0.42,0.35,0.29,0.36,0.3
c_1,1.12,0.94,0.88,1.0,1.29,0.67,0.64,0.46,0.36,0.3,0.43,0.45,0.37,0.43,0.38,0.32
b_1,1.23,1.14,1.1,0.77,1.0,1.1,0.53,0.54,0.44,0.54,0.36,0.42,0.31,0.4,0.42,0.41
a_1,1.55,1.38,1.42,1.48,0.91,1.0,0.72,0.73,0.75,0.51,0.49,0.55,0.54,0.52,0.42,0.44
h_1,2.1,2.51,1.68,1.59,1.87,1.35,1.0,1.25,0.81,0.85,0.78,0.84,0.77,0.77,0.65,0.72
g_1,2.9,2.09,2.3,2.07,1.9,1.36,0.79,1.0,0.81,0.83,0.89,1.04,0.69,0.57,0.8,0.72
c_0,1.59,3.01,2.09,2.72,2.28,1.52,1.29,1.22,1.0,1.09,1.27,0.92,0.92,0.76,0.8,0.78
d_0,2.11,2.75,1.5,3.49,1.67,2.08,1.18,1.14,0.88,1.0,0.83,1.01,0.69,0.79,0.83,0.8
b_0,2.22,2.71,1.94,2.4,2.46,2.14,1.28,1.15,0.81,1.2,1.0,1.16,1.3,1.03,0.94,0.89
f_0,2.79,2.83,2.24,2.39,2.4,1.79,1.15,0.98,1.03,1.02,0.87,1.0,0.81,0.97,1.07,0.75
a_0,2.55,3.52,2.76,2.9,3.34,,1.31,1.34,1.09,1.39,0.77,1.25,1.0,1.13,0.77,0.96
h_0,3.09,3.17,3.18,2.32,2.53,1.73,1.39,1.77,1.29,1.28,1.01,1.09,0.89,1.0,0.85,1.02
e_0,2.75,4.5,2.81,2.72,2.32,2.24,1.62,1.23,1.32,1.22,1.06,0.92,1.31,1.06,1.0,1.07
g_0,3.36,3.4,3.01,3.23,2.44,2.35,1.35,1.38,1.29,1.19,1.04,1.29,1.05,0.97,0.88,1.0
