,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,6.01,2.23,1.92,2.69,2.28,2.1,8.58,7.65,9.98,17.12,11.19,11.77,15.9,10.88,7.92,15.74
f_1,3.85,6.12,2.08,2.19,1.68,1.99,7.54,7.46,9.78,9.89,10.39,6.9,14.35,11.09,7.11,14.31
d_1,2.12,2.55,6.2,1.7,1.85,2.1,9.05,9.12,18.29,6.95,12.9,11.61,16.43,12.85,13.14,17.22
c_1,2.09,2.25,1.8,6.82,4.44,1.95,6.64,6.95,5.61,10.48,7.54,9.64,14.83,11.57,10.0,13.37
b_1,2.04,2.18,2.2,2.13,8.02,5.09,8.16,7.61,9.7,8.29,5.94,8.73,15.38,8.79,10.59,15.54
a_1,2.05,2.37,2.62,2.54,1.91,12.25,8.0,7.03,9.37,11.29,10.53,9.9,19.36,7.13,12.0,16.71
h_1,2.28,3.19,2.62,2.4,2.62,2.07,17.12,11.51,10.47,9.51,10.75,10.27,11.95,14.32,12.82,23.83
g_1,1.9,2.06,4.02,1.96,2.29,2.34,9.32,21.04,11.81,8.05,9.79,18.78,18.83,12.95,13.75,13.58
c_0,2.51,2.76,2.77,1.93,1.82,2.32,9.19,9.61,17.49,10.48,19.88,11.97,19.1,15.8,14.18,20.28
d_0,2.13,2.27,1.52,4.57,2.77,2.1,8.19,8.84,8.61,17.96,10.05,12.67,15.97,13.93,13.07,16.98
b_0,2.65,2.73,2.43,2.56,1.71,1.86,9.9,8.58,10.75,12.27,19.46,13.66,19.87,25.53,15.14,19.59
f_0,1.75,2.12,2.68,2.88,2.55,2.36,9.45,9.81,11.84,12.29,12.78,21.74,20.76,14.72,30.12,17.32
h_0,2.48,3.59,2.64,2.05,2.25,2.15,6.23,10.12,11.74,10.51,9.94,12.4,13.36,14.16,14.39,24.3
a_0,2.49,2.55,3.06,2.36,2.51,1.82,9.01,8.84,11.92,9.96,10.98,11.01,19.32,24.83,11.99,19.36
e_0,1.5,2.62,2.59,3.31,2.68,2.24,9.25,8.09,10.29,11.75,13.11,13.16,18.17,15.37,28.96,19.16
g_0,2.14,2.44,3.65,2.21,2.26,2.18,9.41,7.49,12.17,9.18,11.54,17.32,15.78,13.73,14.46,15.63
