,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,3.92,3.76,3.82,5.0,4.48,0.88,0.82,0.73,1.48,0.77,3.64,0.48,0.81,0.81,0.86
e_1,2.31,0.44,5.41,4.35,5.51,5.22,1.31,0.9,0.84,1.39,0.7,1.0,0.52,1.18,4.72,0.62
d_1,3.83,5.2,0.42,5.51,4.35,4.33,1.08,3.67,0.89,0.78,0.95,0.8,0.54,0.87,0.83,0.39
c_1,3.96,3.94,4.75,0.42,5.13,6.23,1.54,0.47,3.55,1.11,0.93,0.8,0.7,0.84,0.88,0.76
b_1,5.28,5.18,4.76,2.42,0.41,3.83,1.42,1.06,1.46,1.67,5.08,0.88,0.76,1.02,0.97,0.73
a_1,6.97,6.26,5.22,7.57,2.43,0.34,2.73,1.88,1.04,2.01,1.35,1.5,0.94,4.62,1.55,1.01
h_1,8.64,4.74,5.59,5.12,4.71,3.83,0.34,0.88,1.04,1.68,1.26,0.94,1.72,0.94,0.79,0.59
d_0,6.09,2.96,15.71,5.9,5.11,5.82,1.51,0.45,1.26,1.48,1.09,1.52,1.0,1.04,1.2,0.96
c_0,5.83,7.12,2.67,17.27,6.14,4.67,1.68,1.95,0.42,2.36,1.18,1.06,0.73,1.15,0.92,0.77
g_1,9.72,5.85,5.14,6.54,4.88,5.71,1.35,1.24,1.42,0.3,1.4,1.48,0.86,1.03,1.23,2.38
b_0,6.74,5.73,5.08,7.89,15.27,5.53,1.55,1.36,0.63,1.85,0.39,0.93,0.8,0.92,1.06,0.83
f_0,21.33,6.22,5.65,7.29,7.04,5.47,1.75,1.35,1.39,0.95,1.19,0.37,0.89,0.81,1.5,0.47
h_0,7.18,7.5,6.23,8.04,6.52,6.22,4.65,1.3,1.48,1.99,1.81,1.22,2.67,1.32,1.34,1.11
a_0,7.01,6.47,8.64,8.52,10.14,19.3,2.09,1.75,1.46,1.82,0.8,1.63,1.63,0.34,1.45,0.99
e_0,13.1,22.68,5.86,6.46,7.72,5.8,1.83,1.67,1.21,2.08,1.34,0.66,1.32,2.41,0.32,1.24
g_0,10.51,7.76,8.0,9.28,9.05,5.65,1.42,1.9,1.46,4.18,1.61,1.38,0.99,1.17,1.46,1.78
