,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,3.83,4.93,4.01,4.68,3.89,0.75,0.81,1.35,0.72,0.87,4.21,0.47,0.8,0.87,0.64
e_1,2.2,0.44,4.86,5.16,4.76,4.08,1.2,0.94,1.43,1.39,0.92,1.05,0.68,0.85,6.74,0.8
c_1,5.35,3.52,0.42,5.96,4.14,4.29,1.22,0.52,1.34,2.57,0.99,0.77,0.83,0.89,0.89,0.56
d_1,4.56,6.69,4.8,0.42,5.13,4.39,1.13,5.24,0.69,0.93,0.94,0.8,0.5,0.74,0.85,0.43
b_1,4.78,4.67,2.46,5.64,0.4,5.67,1.97,0.97,1.59,1.33,6.59,1.2,0.65,1.43,0.81,0.66
a_1,7.12,6.6,4.61,8.03,2.84,0.32,2.24,1.28,2.25,1.28,2.45,1.19,0.91,7.27,1.47,0.88
h_1,5.45,5.2,5.14,4.3,4.47,6.06,0.35,1.07,1.84,1.01,1.06,1.19,2.03,0.93,1.06,0.94
d_0,6.25,2.8,5.83,12.3,5.63,4.49,1.95,0.46,1.45,0.9,1.02,0.97,0.9,1.2,0.92,1.11
g_1,7.49,5.37,6.48,5.22,6.88,4.71,1.25,1.57,0.32,1.08,1.17,1.05,0.68,0.99,0.97,2.18
c_0,8.14,5.81,29.64,2.58,6.63,5.84,1.86,1.38,1.57,0.4,0.82,1.25,0.84,1.43,0.94,1.04
b_0,6.08,5.57,8.96,3.86,21.82,7.33,2.07,1.1,1.69,0.59,0.36,1.5,0.92,1.34,1.04,1.2
f_0,18.44,6.01,7.06,6.13,4.8,5.16,1.95,1.72,1.0,1.29,1.27,0.38,0.88,1.18,1.32,0.55
h_0,6.97,7.31,7.5,5.75,7.25,5.57,5.48,1.75,2.87,1.06,1.17,1.21,2.63,1.39,1.24,0.85
a_0,7.22,8.49,5.93,6.59,9.39,,2.05,1.53,2.88,1.26,0.73,1.19,1.18,0.36,1.35,1.05
e_0,8.32,25.28,5.89,5.63,5.77,11.33,2.12,2.09,1.78,1.38,1.39,0.69,0.92,1.26,0.35,1.02
g_0,7.79,7.11,7.52,6.9,8.66,8.1,1.76,1.52,3.64,1.71,1.58,1.19,0.81,1.51,1.28,2.21
